source_namespace	source_id	id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship	requirement_id	acceptance_id	check_id	role	disposition
HIST	A48	A48	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §68	Stable ActionKey identities and owner/action remaps drive routing and hints through same resolver	accepted	a1759b2a	bindings;runtime;hintbar	retain_and_verify	Remap/remove/latent/hidden/duplicate chord probes	bindings;derived hints	TASK-028;TASK-030	docs/refactoring-plan/historical-obligations.tsv:49	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Stable ActionKey identities and owner/action remaps drive routing and hints through same resolver Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:49.
HIST	A50	A50	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §68	Structural keymap/table revisions invalidate hint caches; warm hints and routing allocate zero	accepted	a1759b2a	runtime;hintbar	retain_and_verify	Dynamic borrowed descriptors and owner changes	frame_hintbar_derived	TASK-028;TASK-030;TASK-067	docs/refactoring-plan/historical-obligations.tsv:51	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Structural keymap/table revisions invalidate hint caches; warm hints and routing allocate zero Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:51.
HIST	A66	A66	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §51	Status hover keyed per live label; unkeyed/static/blank regions clear it	accepted	e72aef5;a1759b2a	statusbar;runtime	retain_and_verify	Sibling styles unchanged and keyboard suppression	status hover tests	TASK-028	docs/refactoring-plan/historical-obligations.tsv:67	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Status hover keyed per live label; unkeyed/static/blank regions clear it Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:67.
HIST	A99	A99	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §54	Status projection pure and dynamic text in app-owned fixed buffers; no duplicated mutable Jx cache	accepted	444a8f4	Jackin screens/status	retain_and_verify	Current facts/tones/priorities/action keys after inactive updates	status tests;allocations	TASK-028;TASK-051	docs/refactoring-plan/historical-obligations.tsv:100	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Status projection pure and dynamic text in app-owned fixed buffers; no duplicated mutable Jx cache Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:100.
HIST	EARLY-043	EARLY-043	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	2e453023 §§13–15;95ab6529 §21	Bindings, visible hints and semantic actions share declarations; menu action+Chord no synthesized keys/string-label dispatch; app domain exceptions remain app-owned.	accepted_subject_to_pinned_app_copy	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Old permission to change drifted hint text is not current parity approval.	Key/mouse action equivalence; visiblebinding conflicts once per change; exact source footer wording/order/gating.	TASK-028;TASK-030	docs/refactoring-plan/history-early-obligations.tsv:44	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Bindings, visible hints and semantic actions share declarations; menu action+Chord no synthesized keys/string-label dispatch; app domain exceptions remain app-owned. Source disposition: accepted_subject_to_pinned_app_copy. Exact source: docs/refactoring-plan/history-early-obligations.tsv:44.
HIST	EARLY-057	EARLY-057	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	70dacec1 §29.7;7b27732a §29.7 excerpt	RadioGroup caller value and ChipBar Add action were open in Q, later resolved§50; StatusBar hover primitive existed but lacked consumer, later resolved§51.	historical_open_items_superseded	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Do not revive fabricated ItemKey sentinel or claim hovered_part presence was implementation closure.	Join middle-reader original§50–51; actual payloadless AddRequested/NEW and keyed hover consumer tests.	TASK-018;TASK-020;TASK-028	docs/refactoring-plan/history-early-obligations.tsv:58	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	RadioGroup caller value and ChipBar Add action were open in Q, later resolved§50; StatusBar hover primitive existed but lacked consumer, later resolved§51. Source disposition: historical_open_items_superseded. Exact source: docs/refactoring-plan/history-early-obligations.tsv:58.
HIST	EARLY-AMEND-020	EARLY-AMEND-020	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	a1759b2a §13.1	Binding has ActionKey and Option<Chord>; owner-scoped add/remap/remove drives routing and hints from one resolver.	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: HintBar selects first nonempty priority layer; cache includes BindingTableId and keymap_revision, not only focus/state/layer.	Removed/invisible entries absent; stable priority/insertion; structural map/table replacement invalidates; unchanged frame zero allocations.	TASK-028;TASK-030	docs/refactoring-plan/history-early-amendments-obligations.tsv:21	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Binding has ActionKey and Option<Chord>; owner-scoped add/remap/remove drives routing and hints from one resolver. Source disposition: accepted. Exact source: docs/refactoring-plan/history-early-amendments-obligations.tsv:21.
HIST	EARLY-AMEND-041	EARLY-AMEND-041	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	82158df5 §21 item17–19	HintBar receives required HintLayer; optional selection belongs to HintBar::resolve/DerivedHintBar; Cx::record feeds runtime/harness records.	accepted API correction	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: No current Screen::hints hook or AppActionRecord/Harness::actions promise.	Public examples compile; effective hint selection and instrumentation records validated independently.	TASK-028	docs/refactoring-plan/history-early-amendments-obligations.tsv:42	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	HintBar receives required HintLayer; optional selection belongs to HintBar::resolve/DerivedHintBar; Cx::record feeds runtime/harness records. Source disposition: accepted API correction. Exact source: docs/refactoring-plan/history-early-amendments-obligations.tsv:42.
HIST	F08d	F08d	IMPROVEMENTS_PLAN.md;docs/improvements/f08d-unassigned-modifiers-perform-plain-actions.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Explicit shortcut modifiers and hints agree with current owner	current_holla_done_later_apps_open	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	All-app binding matrix	current_main_mapping_required	Unassigned modified keys must be classified from oracle, not silently plain	All-app binding matrix	TASK-028;TASK-030	docs/refactoring-plan/historical-obligations.tsv:142	global semantic anchor; supplemental clauses retained	R-001	AC-001	CHK-004	primary	Explicit shortcut modifiers and hints agree with current owner Source disposition: current_holla_done_later_apps_open. Exact source: docs/refactoring-plan/historical-obligations.tsv:142.
HIST	HAR-012	HAR-012	docs/audit/api-audit.md:465-472;1006-1010;docs/audit/app-audit.md:295-318	locator_pin=7b27732a8c3c131760ec3438f641cb3c11343a42;historical_provenance_edges=383e16fc;834aa58e;e81ca17b	Data-driven commands unify key handling hints and menu actions	accepted amended	unread	keymap; field_common; menus; app chords	unverified	No key resynthesis by label; preserve component-specific commit/cancel policies	Remap updates hints; editing suppression; keyboard/mouse same domain action	TASK-028;TASK-030	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:13	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Data-driven commands unify key handling hints and menu actions Source disposition: accepted amended. Exact source: docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:13.
