source_namespace	source_id	id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship	requirement_id	acceptance_id	check_id	role	disposition
HIST	A18	A18	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §9,§29.8	Modal traps/restores even empty; popover dismisses on focus-out without restoring opener	accepted_amended	c493a2cd lineage	layers;runtime	retain_and_verify	Nonempty/zero-area forward/backward traps; same-owner reparenting	modal and popover tests	TASK-017;TASK-018	docs/refactoring-plan/historical-obligations.tsv:19	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Modal traps/restores even empty; popover dismisses on focus-out without restoring opener Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:19.
HIST	A42	A42	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §29	Pressed brackets must use reserved geometry without truncating labels; Choice-specific geometry unresolved	partly_implemented_unresolved_choice	a1759b2a;ac2637a9	button;tabs;chip;choice	remaining_work	Discharge Choice mono proof without geometry drift or deferral	Choice named proof;oracle frames	TASK-018	docs/refactoring-plan/historical-obligations.tsv:43	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Pressed brackets must use reserved geometry without truncating labels; Choice-specific geometry unresolved Source disposition: partly_implemented_unresolved_choice. Exact source: docs/refactoring-plan/historical-obligations.tsv:43.
HIST	A65	A65	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §50	Radio caller value distinct from cursor; initial seeding only, commit requests caller change	accepted	a1759b2a	choice	retain_and_verify	External value change does not retarget established cursor	controlled radio tests	TASK-018	docs/refactoring-plan/historical-obligations.tsv:66	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Radio caller value distinct from cursor; initial seeding only, commit requests caller change Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:66.
HIST	A75	A75	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §71	Select closed/open glyph roles preserve discriminants, one-cell size and field placement; Set/Clear authoritative	accepted	a1759b2a	select;theme glyphs	compare_new_oracle	No closed-field SELECTED contamination; popup chosen exactly once	Select marker/mono frames	TASK-018	docs/refactoring-plan/historical-obligations.tsv:76	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Select closed/open glyph roles preserve discriminants, one-cell size and field placement; Set/Clear authoritative Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:76.
HIST	A83	A83	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §24 M3	Form options/value borrowed in one mutable access; standalone choices retain borrowed generic phase data	accepted_amended	7899678d	form;field_control;choice	retain_and_verify	No option copy and phase agreement; compile borrow cases	FormData examples	TASK-018;TASK-019	docs/refactoring-plan/historical-obligations.tsv:84	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Form options/value borrowed in one mutable access; standalone choices retain borrowed generic phase data Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:84.
HIST	EARLY-017	EARLY-017	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	87ab93d4 §24;70dacec1 §29.7;ecc13378 STATE839–843 and§67	Item-bearing choices use direct per-phase paths; Form drives choices through private bridges; inherited-disabled OR configured-disabled; public standalone API unchanged.	decided_with_future_trait_widening_open	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Stale architecture open wording does not mandate widening scalar FieldControl; STATE explicitly decides direct path.	Borrowed keyed standalone choice and configured Form examples; dynamic inherited/configured disable; single value_and_options borrow; no unauthorized newtrait.	TASK-018;TASK-019	docs/refactoring-plan/history-early-obligations.tsv:18	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Item-bearing choices use direct per-phase paths; Form drives choices through private bridges; inherited-disabled OR configured-disabled; public standalone API unchanged. Source disposition: decided_with_future_trait_widening_open. Exact source: docs/refactoring-plan/history-early-obligations.tsv:18.
HIST	EARLY-033	EARLY-033	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	70dacec1 §29 Q1;70dacec1 §§31–32	Pressed brackets use existing reserved padding; Glyph Slot Clear reserves a blank cell and differs from Inherit; neutral custom family receives observable mono behavior.	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: RowUi no-pad lists use container styling; unresolved Choice/Brand applicability cannot be guessed.	Clear/Set/Inherit width and cells; label extent preserved; custom family paint not rule counter; Choice/Brand later source adjudication.	TASK-015;TASK-018;TASK-031	docs/refactoring-plan/history-early-obligations.tsv:34	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Pressed brackets use existing reserved padding; Glyph Slot Clear reserves a blank cell and differs from Inherit; neutral custom family receives observable mono behavior. Source disposition: accepted. Exact source: docs/refactoring-plan/history-early-obligations.tsv:34.
HIST	EARLY-039	EARLY-039	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	3ed377e3 §29.8	Select popover does not trap; FocusOut producer dismisses without restoring opener; modal alone traps; one-stop wrapping tested.	accepted_historical_contract_requires_oracle_join	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Old Select Tab swallowing is not generic trap authority; current immutable parity may require source-selected app routing.	Tab next target preserved; modal negative case; nonempty actualtrap; exact pinned-app Tab flow.	TASK-017;TASK-018	docs/refactoring-plan/history-early-obligations.tsv:40	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Select popover does not trap; FocusOut producer dismisses without restoring opener; modal alone traps; one-stop wrapping tested. Source disposition: accepted_historical_contract_requires_oracle_join. Exact source: docs/refactoring-plan/history-early-obligations.tsv:40.
HIST	EARLY-057	EARLY-057	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	70dacec1 §29.7;7b27732a §29.7 excerpt	RadioGroup caller value and ChipBar Add action were open in Q, later resolved§50; StatusBar hover primitive existed but lacked consumer, later resolved§51.	historical_open_items_superseded	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Do not revive fabricated ItemKey sentinel or claim hovered_part presence was implementation closure.	Join middle-reader original§50–51; actual payloadless AddRequested/NEW and keyed hover consumer tests.	TASK-018;TASK-020;TASK-028	docs/refactoring-plan/history-early-obligations.tsv:58	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	RadioGroup caller value and ChipBar Add action were open in Q, later resolved§50; StatusBar hover primitive existed but lacked consumer, later resolved§51. Source disposition: historical_open_items_superseded. Exact source: docs/refactoring-plan/history-early-obligations.tsv:58.
HIST	EARLY-AMEND-010	EARLY-AMEND-010	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	a3fe79b1 §29.8;11924199 §29.8;15371443 §29.8	A popover losing focus dismisses without restoring its opener; modal traps have bidirectional nonempty wrapping proof.	accepted; implementation checkpoint not fresh gate	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: a3fe marked Dialog TRAPS_FOCUS and driver owed;11924199 reports implementation at5d17cc0;15371443 corrects runnable module paths.	FocusOut popover/modal differential; both directions of caps/modal correspondence; empty and zero-area traps; Tab/BackTab wrap.	TASK-017;TASK-018	docs/refactoring-plan/history-early-amendments-obligations.tsv:11	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	A popover losing focus dismisses without restoring its opener; modal traps have bidirectional nonempty wrapping proof. Source disposition: accepted; implementation checkpoint not fresh gate. Exact source: docs/refactoring-plan/history-early-amendments-obligations.tsv:11.
