source_namespace	source_id	id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship	requirement_id	acceptance_id	check_id	role	disposition
HIST	A101	A101	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §54	dim_layer zero identity; ordered semantic fade then erase; role collisions cannot drive generic reverse lookup	accepted	a1759b2a;later paint lineage	ui dim;Jackin rain	compare_new_oracle	All roles/color levels and preserved footer/handoff	dimming properties;frames	TASK-011;TASK-017	docs/refactoring-plan/historical-obligations.tsv:102	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	dim_layer zero identity; ordered semantic fade then erase; role collisions cannot drive generic reverse lookup Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:102.
HIST	A17	A17	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §8,§9	Esc first reaches focused editor, then application bubble/escape policy and layer dismissal	accepted_amended	7899678d;577bf533	runtime;apps	retain_and_verify	Nested editing/modal/menu ladder and focus restoration	Esc journey matrix	TASK-010;TASK-017	docs/refactoring-plan/historical-obligations.tsv:18	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Esc first reaches focused editor, then application bubble/escape policy and layer dismissal Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:18.
HIST	A18	A18	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §9,§29.8	Modal traps/restores even empty; popover dismisses on focus-out without restoring opener	accepted_amended	c493a2cd lineage	layers;runtime	retain_and_verify	Nonempty/zero-area forward/backward traps; same-owner reparenting	modal and popover tests	TASK-017;TASK-018	docs/refactoring-plan/historical-obligations.tsv:19	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Modal traps/restores even empty; popover dismisses on focus-out without restoring opener Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:19.
HIST	A19	A19	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §9	Layer lifecycle controls barriers/z-order independent of paint call order	accepted	18afddd2	runtime;ui/layer	retain_and_verify	Reverse draw order, undrawn modal, duplicate layer, background input	layer conformance	TASK-017	docs/refactoring-plan/historical-obligations.tsv:20	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Layer lifecycle controls barriers/z-order independent of paint call order Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:20.
HIST	A20	A20	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §26	LayerSize Fill differs from Fixed zero; one resolver clamps/flips placement	accepted_amended	7899678d	layer placement;overlays	retain_and_verify	Empty/tiny/edge anchoring and dynamic size/error/theme updates	layer-size tests	TASK-012;TASK-017	docs/refactoring-plan/historical-obligations.tsv:21	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	LayerSize Fill differs from Fixed zero; one resolver clamps/flips placement Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:21.
HIST	A21	A21	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §26	Open layers allow size/anchor updates only; immutable kind/inert/focus lifetime facts	accepted	7899678d	layers;overlay components	retain_and_verify	No-op setters do not repaint; lifecycle immutable	layer setters	TASK-017	docs/refactoring-plan/historical-obligations.tsv:22	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Open layers allow size/anchor updates only; immutable kind/inert/focus lifetime facts Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:22.
HIST	EARLY-008	EARLY-008	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	2e453023 §§8–9;95ab6529 §21;dc3e0fa1 §28 P3	Layer IDs allocated at open; hit priority is layer then latest registration; capture released on close; lifecycle addressed to decorative owners must also be consumed.	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: No exemption based solely on absence of focus/hit registration; update layer owner unconditionally.	Decor-only LayerCancel/FocusOut delivery; closed Dialog next update; topmost-hit order permutation.	TASK-010;TASK-017	docs/refactoring-plan/history-early-obligations.tsv:9	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Layer IDs allocated at open; hit priority is layer then latest registration; capture released on close; lifecycle addressed to decorative owners must also be consumed. Source disposition: accepted. Exact source: docs/refactoring-plan/history-early-obligations.tsv:9.
HIST	EARLY-009	EARLY-009	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	2e453023 §9;587c53bd §25 F3	Pooled layer composition copies only written cells; role provenance supports dimming only covered rect and excludes footer policy as selected.	accepted_subject_to_pinned_app_parity	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Old uniform-footer visual-change permission is not current oracle authority.	Sentinel unpainted cells; nested overlay permutation; typed source-role dim; exact pinned footer cells.	TASK-011;TASK-017	docs/refactoring-plan/history-early-obligations.tsv:10	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Pooled layer composition copies only written cells; role provenance supports dimming only covered rect and excludes footer policy as selected. Source disposition: accepted_subject_to_pinned_app_parity. Exact source: docs/refactoring-plan/history-early-obligations.tsv:10.
HIST	EARLY-035	EARLY-035	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	587c53bd §26	Runtime LayerSize Fill/Fixed and anchors own geometry; zeroFixed empty; Dialog's pure props+tokens measure equals draw; resize/reanchor applies sameframe.	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Reject min_size sentinel, recentering in Dialog and runtime-held borrowed props callback.	All anchors edges/narrow/zero; prompt height none0/field/+1ack; theme-sensitive measure; update/draw equality.	TASK-017;TASK-023	docs/refactoring-plan/history-early-obligations.tsv:36	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Runtime LayerSize Fill/Fixed and anchors own geometry; zeroFixed empty; Dialog's pure props+tokens measure equals draw; resize/reanchor applies sameframe. Source disposition: accepted. Exact source: docs/refactoring-plan/history-early-obligations.tsv:36.
HIST	EARLY-039	EARLY-039	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	3ed377e3 §29.8	Select popover does not trap; FocusOut producer dismisses without restoring opener; modal alone traps; one-stop wrapping tested.	accepted_historical_contract_requires_oracle_join	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Old Select Tab swallowing is not generic trap authority; current immutable parity may require source-selected app routing.	Tab next target preserved; modal negative case; nonempty actualtrap; exact pinned-app Tab flow.	TASK-017;TASK-018	docs/refactoring-plan/history-early-obligations.tsv:40	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Select popover does not trap; FocusOut producer dismisses without restoring opener; modal alone traps; one-stop wrapping tested. Source disposition: accepted_historical_contract_requires_oracle_join. Exact source: docs/refactoring-plan/history-early-obligations.tsv:40.
HIST	EARLY-055	EARLY-055	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	2e453023 §12.5 J10–J13	Shared RowDecor/change slots, keyed tabs, meter threshold helper and modal stack/result routing replace duplicates without moving product policy into library.	accepted_with_later_meter_policy	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Quota lifecycle remains application-owned; runtime feedback and typed actions replace ad hoc UI state.	J10–J13 keyed row action, tab reorder, thresholdboundary, layerresult tests with pinned copy/cadence.	TASK-015;TASK-017;TASK-020;TASK-029	docs/refactoring-plan/history-early-obligations.tsv:56	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Shared RowDecor/change slots, keyed tabs, meter threshold helper and modal stack/result routing replace duplicates without moving product policy into library. Source disposition: accepted_with_later_meter_policy. Exact source: docs/refactoring-plan/history-early-obligations.tsv:56.
HIST	EARLY-AMEND-010	EARLY-AMEND-010	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	a3fe79b1 §29.8;11924199 §29.8;15371443 §29.8	A popover losing focus dismisses without restoring its opener; modal traps have bidirectional nonempty wrapping proof.	accepted; implementation checkpoint not fresh gate	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: a3fe marked Dialog TRAPS_FOCUS and driver owed;11924199 reports implementation at5d17cc0;15371443 corrects runnable module paths.	FocusOut popover/modal differential; both directions of caps/modal correspondence; empty and zero-area traps; Tab/BackTab wrap.	TASK-017;TASK-018	docs/refactoring-plan/history-early-amendments-obligations.tsv:11	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	A popover losing focus dismisses without restoring its opener; modal traps have bidirectional nonempty wrapping proof. Source disposition: accepted; implementation checkpoint not fresh gate. Exact source: docs/refactoring-plan/history-early-amendments-obligations.tsv:11.
