source_namespace	source_id	id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship	requirement_id	acceptance_id	check_id	role	disposition
HIST	A106	A106	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16	Named test identities and every public component conformance registration cannot disappear or pass zero matches	accepted	7433a2c0;later inventory	xtask;testing	audit_and_complete	Fail on missing roots/subjects/identities/stale allowances	inventory and red mutation tests	TASK-031;TASK-066;TASK-071	docs/refactoring-plan/historical-obligations.tsv:107	global semantic anchor; supplemental clauses retained	R-003	AC-003	CHK-005	preservation	Named test identities and every public component conformance registration cannot disappear or pass zero matches Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:107.
HIST	A115	A115	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §74	New per-app visual/perf baselines separate from frozen originals; first-generation not visual approval	accepted	e94c1443;earlier app tests	apps/tests baselines	retain_and_reconcile	Current oracle expected cells; retain old archive disposition	baseline lineage checks	TASK-008;TASK-066;TASK-067	docs/refactoring-plan/historical-obligations.tsv:116	global semantic anchor; supplemental clauses retained	R-003	AC-003	CHK-005	preservation	New per-app visual/perf baselines separate from frozen originals; first-generation not visual approval Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:116.
HIST	A128	A128	REFACTORING_STATE.md	b9bfd758;1f2ea256;7b27732a8c3c131760ec3438f641cb3c11343a42:REFACTORING_STATE.md:2230-2283	Old parity_contract 60 exact/379 mismatch/60 runfail remains unresolved evidence	accepted_historical_fact	b9bfd758;1f2ea256	parity replay;TablePro focus	explicit_disposition_needed	Retain old evidence; create correct current oracle contract without silent waiver	old archive versus new contract ledger	TASK-008;TASK-066;TASK-069	docs/refactoring-plan/historical-obligations.tsv:129	global semantic anchor; supplemental clauses retained	R-003	AC-003	CHK-005	preservation	Old parity_contract 60 exact/379 mismatch/60 runfail remains unresolved evidence Source disposition: accepted_historical_fact. Exact source: docs/refactoring-plan/historical-obligations.tsv:129.
HIST	A52	A52	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §14,§18	Every original 31 widget module and 23 reusable app control has intentional migration disposition	accepted	77847196 and app migrations	library;apps	inventory_and_complete	No lost capability hidden behind rename/deletion	component migration matrix	TASK-065;TASK-066	docs/refactoring-plan/historical-obligations.tsv:53	global semantic anchor; supplemental clauses retained	R-003	AC-003	CHK-005	preservation	Every original 31 widget module and 23 reusable app control has intentional migration disposition Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:53.
HIST	EARLY-049	EARLY-049	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	e8d053c9 §§16–17;95ab6529 §21;587c53bd §25	Every public component has real Conformance case and applicable semantic matrix, exact named test inventory, all runnable external examples and author proof.	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Macro name=>Case pins name; no blanket action trace on unconstrained Action; extra tests allowed but missing named tests fail.	Inventory equality with ownership exclusions; capability implication checks; compile actual examples; component state not click-only fixture.	TASK-031;TASK-066;TASK-068;TASK-071;TASK-073	docs/refactoring-plan/history-early-obligations.tsv:50	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-003	AC-003	CHK-005	preservation	Every public component has real Conformance case and applicable semantic matrix, exact named test inventory, all runnable external examples and author proof. Source disposition: accepted. Exact source: docs/refactoring-plan/history-early-obligations.tsv:50.
HIST	EARLY-052	EARLY-052	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	95ab6529 AppendixB;b60c8280 §47;history-middle.md full§47 and early-amendments prefix coverage	Staging rename timing is historical and corrected afterSlice7; add app and remove same root bin/default-run atomically; retain frozen root baseline paths.	accepted_later_correction_direct_source_join_complete	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Do not resurrect beginningSlice5 rename or move frozen beforeimage; fresh app baseline is separate.	Unique exact bin multiset; app lib exists/unpublished; frozen source unchanged. Full§47 source read is complete through middle/prefix union; current implementation retention proof remains.	TASK-065;TASK-066	docs/refactoring-plan/history-early-obligations.tsv:53	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-003	AC-003	CHK-005	preservation	Staging rename timing is historical and corrected afterSlice7; add app and remove same root bin/default-run atomically; retain frozen root baseline paths. Current source correction: Do not resurrect beginningSlice5 rename or move frozen beforeimage; fresh app baseline is separate.. Exact full source clause/proof: historical-obligations-canonical.tsv EARLY-052. Source disposition: accepted_later_correction_direct_source_join_complete. Exact source: docs/refactoring-plan/history-early-obligations.tsv:53.
HIST	EARLY-059	EARLY-059	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	3ed377e3 §16.4,§16.6,AppendixA	Retain original measured test inventory and distinguish measured Capsule baseline from estimate.	accepted_correction	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: 26showcase,23tablepro,28jackin(22+6chrome),plus10rain/arbiter/clock/scenario; Capsule1080602allocs/74131917B replaces480000estimate.	Join original inventory by test identity not countalone; exact frozenWP0row provenance; present tests may add but not silently remove behavioral coverage.	TASK-066;TASK-067;TASK-071	docs/refactoring-plan/history-early-obligations.tsv:60	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-003	AC-003	CHK-005	preservation	Retain original measured test inventory and distinguish measured Capsule baseline from estimate. Source disposition: accepted_correction. Exact source: docs/refactoring-plan/history-early-obligations.tsv:60.
HIST	EARLY-AMEND-004	EARLY-AMEND-004	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	838f25e0 §20.10 item19;3adb6efe item19	First-generation component keys are a closed set and never authorize later movement; inspect frames rather than opaque hashes.	historical baseline classification	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Fourteen named components/896 keys; explicit first-generation scope added later. This is not present appearance approval.	Closed key enumeration; content/empty/rect/glyph/label/mono rejection conditions; independent style and canonical-cell proof.	TASK-008;TASK-066	docs/refactoring-plan/history-early-amendments-obligations.tsv:5	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-003	AC-003	CHK-005	preservation	First-generation component keys are a closed set and never authorize later movement; inspect frames rather than opaque hashes. Source disposition: historical baseline classification. Exact source: docs/refactoring-plan/history-early-amendments-obligations.tsv:5.
HIST	EARLY-AMEND-032	EARLY-AMEND-032	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	a1759b2a §20.10 items21–27	First-generation sets are closed: Panel/SplitPane/Viewport/Tree256;TooSmall64;ScrollRegion/NavList/Steps/Grid256;DiffView/Code128;overlay/form family576.	historical classifications	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Distinct from fourteen-component item19; ScrollRegion pressed item21 overlaps classification but adds no extra keys.	Exact keys; real selected Grid/Tree; nonselecting Steps; complete bar; NavList labels/badges; diff paths/hunks; code caret; form/menu/picker/wizard content.	TASK-008;TASK-066	docs/refactoring-plan/history-early-amendments-obligations.tsv:33	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-003	AC-003	CHK-005	preservation	First-generation sets are closed: Panel/SplitPane/Viewport/Tree256;TooSmall64;ScrollRegion/NavList/Steps/Grid256;DiffView/Code128;overlay/form family576. Source disposition: historical classifications. Exact source: docs/refactoring-plan/history-early-amendments-obligations.tsv:33.
HIST	EARLY-AMEND-036	EARLY-AMEND-036	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	9b311666 §§16.5,20.10 items32–33	Every migrated app owns nonempty visual and performance baselines; root workspace becomes virtual with no detached root sources.	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: First generation is a new evidence record, never permission for later drift; frozen root performance remains before image.	Presence/content gates; exact metadata targets; no root package/src; immutable before references and performance regression checks.	TASK-065;TASK-066;TASK-067	docs/refactoring-plan/history-early-amendments-obligations.tsv:37	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-003	AC-003	CHK-005	preservation	Every migrated app owns nonempty visual and performance baselines; root workspace becomes virtual with no detached root sources. Source disposition: accepted. Exact source: docs/refactoring-plan/history-early-amendments-obligations.tsv:37.
