source_namespace	source_id	id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship	requirement_id	acceptance_id	check_id	role	disposition
HIST	A127	A127	GOAL.md	efada044:GOAL.md;7b27732a8c3c131760ec3438f641cb3c11343a42:GOAL.md	Restore historical composition rather than redesign product during facade migration	accepted_updated_oracle	f98c375d;PR1	four apps	remaining_work	Exact 02f5294b behavior across all apps/components	oracle parity matrices	TASK-032;TASK-039;TASK-040;TASK-050;TASK-051;TASK-057;TASK-058;TASK-064	docs/refactoring-plan/historical-obligations.tsv:128	global semantic anchor; supplemental clauses retained	R-001	AC-001	CHK-004	primary	Complete app oracle closure for this source clause, beyond earlier shell contributions: Restore historical composition rather than redesign product during facade migration. Entire source row and tests remain binding in historical-obligations-canonical.tsv. Source disposition: accepted_updated_oracle. Exact source: docs/refactoring-plan/historical-obligations.tsv:128.
HIST	F23a	F23a	IMPROVEMENTS_PLAN.md;docs/improvements/f23a-state-reachability-design-d4.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Every declared state reachable through deterministic application events	current_holla_done_later_showcase_open	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	state graph	current_main_mapping_required	No synthetic snapshot-only state coverage	state graph	TASK-032;TASK-039;TASK-040;TASK-050;TASK-051;TASK-057;TASK-058;TASK-064	docs/refactoring-plan/historical-obligations.tsv:157	global semantic anchor; supplemental clauses retained	R-001	AC-001	CHK-004	primary	Complete app oracle closure for this source clause, beyond earlier shell contributions: Every declared state reachable through deterministic application events. Entire source row and tests remain binding in historical-obligations-canonical.tsv. Source disposition: current_holla_done_later_showcase_open. Exact source: docs/refactoring-plan/historical-obligations.tsv:157.
HIST	RG43	RG43	REFACTORING_GOAL.md	e48137f1:REFACTORING_GOAL.md;dce91d51;2d81eec4;25ea92b0;efada044;d4715f8e	Preserve TablePro workflows and Jackin complete deterministic product behavior; app-specific effects consume semantic theme	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	Application matrices and immutable oracle	historical_contract_extracted_current_proof_owned_by_matrices	Application matrices and immutable oracle	All retained app tests plus oracle journeys/canonical frames	TASK-051;TASK-057;TASK-058;TASK-064	docs/refactoring-plan/history-other-obligations.tsv:44	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-001	AC-001	CHK-004	primary	Complete app oracle closure for this source clause, beyond earlier shell contributions: Preserve TablePro workflows and Jackin complete deterministic product behavior; app-specific effects consume semantic theme. Entire source row and tests remain binding in historical-obligations-canonical.tsv. Source disposition: accepted. Exact source: docs/refactoring-plan/history-other-obligations.tsv:44.
APP-FLOW	JFLOW-C52-022	JFLOW-C52-022	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	Replay all config actions, including reference-picker request. Exact scope move, delete/undo restoration, invalid/duplicate errors and role folding match oracle; opening reference requests the same picker with the same parent draft and focus. Picker contents/retry are not claimed here.	accepted_source_derived	not implemented by planning	JA-022	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-052;TASK-004;TASK-057;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:2	derived bounded contribution; parent JA-022 remains intact	R-002	AC-002	CHK-006	closure	rerun alongside complete intact parent
APP-FLOW	JFLOW-C52-028	JFLOW-C52-028	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	Auth/default changes, exact selected-account handoff request, trust toggle/open result and pending preview list match oracle. Accounts painting remains TASK-053; its full frames still execute diagnostically.	accepted_source_derived	not implemented by planning	JA-028	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-052;TASK-004;TASK-057;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:3	derived bounded contribution; parent JA-028 remains intact	R-002	AC-002	CHK-006	closure	rerun alongside complete intact parent
APP-FLOW	JFLOW-C53-011	JFLOW-C53-011	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	Account eligibility/default/preference determines exactly the offered identities. Cancellation preserves selection and emits no launch; a chosen valid agent/account emits the oracle launch request once. Cockpit paint closes with TASK-054.	accepted_source_derived	not implemented by planning	JA-011	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-053;TASK-004;TASK-057;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:4	derived bounded contribution; parent JA-011 remains intact	R-002	AC-002	CHK-006	closure	rerun alongside complete intact parent
APP-FLOW	JFLOW-C54-040	JFLOW-C54-040	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	All eleven stages, cached/skipped state, exact transitions and produced instance/account/topology agree with oracle. Capsule arrival route/effect is checked as semantic output; Capsule cells/input remain TASK-055.	accepted_source_derived	not implemented by planning	JA-040	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-054;TASK-004;TASK-057;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:5	derived bounded contribution; parent JA-040 remains intact	R-002	AC-002	CHK-006	closure	rerun alongside complete intact parent
APP-FLOW	JFLOW-C54-043	JFLOW-C54-043	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	CredentialsLocked hold/retry and BlockedSidecar status/dismissal agree exactly, with no invented CLI reachability. Completion produces the same transition/effects; later Capsule rendering remains TASK-055.	accepted_source_derived	not implemented by planning	JA-043	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-054;TASK-004;TASK-057;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:6	derived bounded contribution; parent JA-043 remains intact	R-002	AC-002	CHK-006	closure	rerun alongside complete intact parent
APP-FLOW	JFLOW-C54-044	JFLOW-C54-044	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	Ctrl-C/Ctrl-Q/cancel/confirm/detach exactly preserve or stop the launch job and entry claim; no late completion after cancellation. Any eventually reached Capsule frame remains TASK-055.	accepted_source_derived	not implemented by planning	JA-044	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-054;TASK-004;TASK-057;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:7	derived bounded contribution; parent JA-044 remains intact	R-002	AC-002	CHK-006	closure	rerun alongside complete intact parent
APP-FLOW	JFLOW-C54-045	JFLOW-C54-045	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	Resolve every effective account, preserve preferred/auth-source identity and exact per-account errors; final instance contains the oracle account identities. Final Capsule assertion is retained at TASK-055.	accepted_source_derived	not implemented by planning	JA-045	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-054;TASK-004;TASK-057;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:8	derived bounded contribution; parent JA-045 remains intact	R-002	AC-002	CHK-006	closure	rerun alongside complete intact parent
