source_namespace	source_id	id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship	requirement_id	acceptance_id	check_id	role	disposition
HIST	A25	A25	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §55	Panel/Dialog body returns bare R; only Ui::layer returns Option<R>	accepted	a1759b2a	panel;dialog;ui	retain_and_verify	Public signatures and one body invocation	signature gate;external examples	TASK-023;TASK-027	docs/refactoring-plan/historical-obligations.tsv:26	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Panel/Dialog body returns bare R; only Ui::layer returns Option<R> Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:26.
HIST	A72	A72	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §67	Menu hover changes cursor only on enabled Move; other pointer phases do not masquerade as hover	accepted	a1759b2a	menu;runtime	retain_and_verify	Phase-by-phase cursor/action counts	menu pointer tests	TASK-023	docs/refactoring-plan/historical-obligations.tsv:73	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Menu hover changes cursor only on enabled Move; other pointer phases do not masquerade as hover Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:73.
HIST	EARLY-035	EARLY-035	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	587c53bd §26	Runtime LayerSize Fill/Fixed and anchors own geometry; zeroFixed empty; Dialog's pure props+tokens measure equals draw; resize/reanchor applies sameframe.	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Reject min_size sentinel, recentering in Dialog and runtime-held borrowed props callback.	All anchors edges/narrow/zero; prompt height none0/field/+1ack; theme-sensitive measure; update/draw equality.	TASK-017;TASK-023	docs/refactoring-plan/history-early-obligations.tsv:36	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Runtime LayerSize Fill/Fixed and anchors own geometry; zeroFixed empty; Dialog's pure props+tokens measure equals draw; resize/reanchor applies sameframe. Source disposition: accepted. Exact source: docs/refactoring-plan/history-early-obligations.tsv:36.
HIST	EARLY-053	EARLY-053	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	2e453023 §12.5 J1–J5	Library owns modal chrome/lifecycle, Form composition, choice/facts Dialog conveniences and binding-fed HelpOverlay; remove duplicate form/modal/help engines.	accepted_with_Field_Form_amendments	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Domain facts remain app-owned; DialogBody closedenum rejected.	Map each J1–J5 oldcall to library composition plus exact behavior/geometry proof.	TASK-019;TASK-023;TASK-030	docs/refactoring-plan/history-early-obligations.tsv:54	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Library owns modal chrome/lifecycle, Form composition, choice/facts Dialog conveniences and binding-fed HelpOverlay; remove duplicate form/modal/help engines. Source disposition: accepted_with_Field_Form_amendments. Exact source: docs/refactoring-plan/history-early-obligations.tsv:54.
HIST	EARLY-AMEND-014	EARLY-AMEND-014	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	3adb6efe §§5,17 A7	Dialog body-slot draw returns R; one-slot containers use one body closure; SplitPane is the sole two-rectangle body exception.	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Dialog Option<R> sketch corrected to R; full §56 contract belongs to late ledger.	Public compile examples inspect exact closure return and both logical SplitPane rects; shared self and state preserved.	TASK-012;TASK-023;TASK-027	docs/refactoring-plan/history-early-amendments-obligations.tsv:15	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Dialog body-slot draw returns R; one-slot containers use one body closure; SplitPane is the sole two-rectangle body exception. Source disposition: accepted. Exact source: docs/refactoring-plan/history-early-amendments-obligations.tsv:15.
HIST	EARLY-AMEND-033	EARLY-AMEND-033	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	a1759b2a §20.10 items28–31	Semantic selection is caller/state-owned; Select disclosure has distinct SelectClosed/SelectOpen glyphs and exact field marker position.	accepted boundary; oracle output governs	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	TASK-018 selection/Select disclosure;TASK-023 Dialog reference target;TASK-031 conformance closure	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Historical16/28/177-key movements do not authorize new parity drift; no-prompt Dialog reference targets first enabled action only. TASK-023 proves prompt input versus no-prompt first-enabled action including disabled leading action; TASK-031 consumes accepted producer proof without reversing prerequisites.	Exactly one semantic chosen/active row; closed/open Select glyph and FIELD.right()-2; prompt target versus action; no root/sibling runtime flags.	TASK-018;TASK-023;TASK-031	docs/refactoring-plan/history-early-amendments-obligations.tsv:34	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Own prompt input versus no-prompt first-enabled action reference target; sibling/root runtime flags forbidden under central inert scope. Exact source: docs/refactoring-plan/history-early-amendments-obligations.tsv:34. Source disposition: accepted boundary; oracle output governs. Exact source: docs/refactoring-plan/history-early-amendments-obligations.tsv:34.
HIST	F01	F01	IMPROVEMENTS_PLAN.md;docs/improvements/f01-modal-first-paste-routing.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Modal owner receives/consumes paste before hidden editors	deferred_not_selected_oracle_preserved	not established	TablePro modal paste	historical_proposal_not_current_product_gate	Deferred proposal, not selected by immutable-oracle parity. Preserve oracle02f5294b TablePro app.rs237-254 Picker paste fallthrough; do not impose exhaustive modal-first ownership or apply this TablePro proposal to Holla. Any later change requires explicit authority	Source-qualified disposition against exact current oracle; no proposed-behavior PASS claim	TASK-017;TASK-023	docs/refactoring-plan/historical-obligations.tsv:132	global semantic anchor; supplemental clauses retained	R-004	AC-004	CHK-001	disposition	Deferred proposal, not selected by immutable-oracle parity. Preserve oracle02f5294b TablePro app.rs237-254 Picker paste fallthrough; do not impose exhaustive modal-first ownership or apply this TablePro proposal to Holla. Any later change requires explicit authority Source disposition: deferred_not_selected_oracle_preserved. Exact source: docs/refactoring-plan/historical-obligations.tsv:132.
HIST	HAR-010	HAR-010	docs/audit/api-audit.md:353-429;634-655;723-745	locator_pin=7b27732a8c3c131760ec3438f641cb3c11343a42;historical_provenance_edges=383e16fc	Completion picker select menus compose overlays/collections; dialog body open	accepted amended	unread	Completion; Picker; Select; Menu; Dialog	unverified	Functional scrolling and typed actions; retain nontrapping Select final policy	Long option list; scrollbar drag; owner focus; nested Esc and click-outside	TASK-018;TASK-023;TASK-024	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:11	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Completion picker select menus compose overlays/collections; dialog body open Source disposition: accepted amended. Exact source: docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:11.
HIST	HI-012	HI-012	docs/audit/domain-boundary-audit.md2.1	e81ca17b	Open composed Dialog body on runtime layer; convenience constructors use same primitive	accepted; closed DialogBody rejected	prototype8ec40c1 reported	Dialog; modal app compositions	not independently tested	No body-kind switch or parallel convenience renderer; scroll/nested picker/ack state work	convenience/composed frame equality; nested forms; typed ack before activation	TASK-023	docs/refactoring-plan/history-inputs-obligations.tsv:13	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Open composed Dialog body on runtime layer; convenience constructors use same primitive Source disposition: accepted; closed DialogBody rejected. Exact source: docs/refactoring-plan/history-inputs-obligations.tsv:13.
HIST	HI-017	HI-017	docs/audit/domain-boundary-audit.md2.2-2.3	e81ca17b	Menus use typed action keys/chords; picker uses keyed borrowed rows filtered behavior and layer composition	accepted target; exact scope/controller APIs need later authority join	later implementations not checked	Menu; Picker; FilterList; PickerChain	not independently tested	Preserve submenu scope/back/loading/error/disabled/secondary product paths without string payloads	key/mouse actions; async retry/back; no parallel index vectors	TASK-023;TASK-024	docs/refactoring-plan/history-inputs-obligations.tsv:18	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Menus use typed action keys/chords; picker uses keyed borrowed rows filtered behavior and layer composition Source disposition: accepted target; exact scope/controller APIs need later authority join. Exact source: docs/refactoring-plan/history-inputs-obligations.tsv:18.
