source_namespace	source_id	id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship	requirement_id	acceptance_id	check_id	role	disposition
HIST	A108	A108	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16,§37,§48	Architecture checks parse relevant whole source and fail on missing subject or malformed input	accepted	7433a2c0;da92e48	xtask	gate_strength_gap	Mask literals correctly; adversarial no-op/copy/unreachable cases	scanner mutation probes	TASK-065;TASK-068;TASK-072	docs/refactoring-plan/historical-obligations.tsv:109	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Architecture checks parse relevant whole source and fail on missing subject or malformed input Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:109.
HIST	A109	A109	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16,§42,§48	Doc-check covers required names, signatures and executable examples including migration/alternatives obligations	accepted_incomplete	multiple doc-check commits	xtask;architecture docs	remaining_work	Close §§18-20 hole and weak name-only success; external compile proof	rustdoc-json;doc-check mutations	TASK-068;TASK-072	docs/refactoring-plan/historical-obligations.tsv:110	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Doc-check covers required names, signatures and executable examples including migration/alternatives obligations Source disposition: accepted_incomplete. Exact source: docs/refactoring-plan/historical-obligations.tsv:110.
HIST	A51	A51	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §13	Complete component rustdoc covers ownership/builders/defaults/actions/parts/focus/input/layout/identity/testing	accepted	multiple main commits	crates/tui/src/components	audit_and_complete	Public docs and external examples match actual current API	rustdoc warnings;doc coverage	TASK-068	docs/refactoring-plan/historical-obligations.tsv:52	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Complete component rustdoc covers ownership/builders/defaults/actions/parts/focus/input/layout/identity/testing Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:52.
HIST	A88	A88	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md Appendix B,§22	Public junie-tui facade; apps unpublished separate lib/bin packages; no reverse domain dependencies	accepted_amended	77847196;4e84b744	Cargo;lib;apps	retain_and_verify	External imports and isolated dependency builds	workspace metadata;boundary	TASK-065;TASK-068	docs/refactoring-plan/historical-obligations.tsv:89	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Public junie-tui facade; apps unpublished separate lib/bin packages; no reverse domain dependencies Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:89.
HIST	A89	A89	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §22,§25 later 4e84b744;amendment=4e84b744	Backend-free input vocabulary and core/testing builds without terminal feature unification	accepted_later_supersession	4e84b744	event;Cargo;runtime session	retain_and_verify	Isolated no-default-feature consumers exclude backend requirement	backend-free fixtures	TASK-009;TASK-068	docs/refactoring-plan/historical-obligations.tsv:90	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Backend-free input vocabulary and core/testing builds without terminal feature unification Source disposition: accepted_later_supersession. Exact source: docs/refactoring-plan/historical-obligations.tsv:90.
HIST	A90	A90	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §24	Curated foreign-type reexports; own Span/Size names; raw foreign text qualified in author::raw	accepted	7899678d	lib;author	retain_and_verify	Rustdoc public graph and genuinely external author	reexport gate;examples	TASK-068	docs/refactoring-plan/historical-obligations.tsv:91	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Curated foreign-type reexports; own Span/Size names; raw foreign text qualified in author::raw Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:91.
HIST	A92	A92	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §22	Rust 2024 / MSRV 1.88, no unsafe library/apps, no deprecated API or material stubs	accepted	18afddd2;multiple corrections	workspace	retain_and_verify	Actual MSRV/stable all-target/all-feature lint/build/docs	CI gates	TASK-068;TASK-069	docs/refactoring-plan/historical-obligations.tsv:93	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Rust 2024 / MSRV 1.88, no unsafe library/apps, no deprecated API or material stubs Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:93.
HIST	A93	A93	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §22	No umbrella Ratatui/widgets/macros or direct backend dependency misuse; feature/version graph checked	accepted_amended	4e84b744	Cargo;xtask	retain_and_verify	All dependency paths, duplicate Unicode versions, no vacuous pruning	metadata graph;boundary	TASK-065;TASK-068;TASK-072	docs/refactoring-plan/historical-obligations.tsv:94	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	No umbrella Ratatui/widgets/macros or direct backend dependency misuse; feature/version graph checked Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:94.
HIST	A94	A94	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §22	Semver check deferred until v0.1.0 baseline; blocking from v0.1.1	accepted_deferred_version_gate	none required mid-refactor	release/API tooling	record_future_gate	Do not claim semver gate exists or use it to preserve old API	versioned release policy	TASK-068	docs/refactoring-plan/historical-obligations.tsv:95	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Semver check deferred until v0.1.0 baseline; blocking from v0.1.1 Source disposition: accepted_deferred_version_gate. Exact source: docs/refactoring-plan/historical-obligations.tsv:95.
HIST	EARLY-002	EARLY-002	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	95ab6529 §21 items1–2	Configuration props contain no live item slice; item/model borrows are supplied per phase; generic key/row builders preserve inference through distinct defaults.	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Replaces initial retained slice examples that caused E0502.	Borrowed non-static rows; mutate model between phases; captured closures; standalone generic Select/List examples compile.	TASK-015;TASK-068	docs/refactoring-plan/history-early-obligations.tsv:3	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Configuration props contain no live item slice; item/model borrows are supplied per phase; generic key/row builders preserve inference through distinct defaults. Source disposition: accepted. Exact source: docs/refactoring-plan/history-early-obligations.tsv:3.
