path	partition	branch	commit	blob	sha256	lines	oracle_equal	read_coverage	semantic_status
apps/jackin-preview/Cargo.toml	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	5909c3b437337bca9e2c40e2a2edaa4c06237b9e	02b224343deaed1715ebb207d675fd659c4cef12138b648333cac765c6dfd5c6	25	not_applicable	1-25	reviewed;retain_workspace_package_and_testing_dependency;TASK051/056
apps/jackin-preview/src/app.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	2e4f3412f38fe86fe1b23251f54c1a6d736c8efd	50017c827f889ffcf8d07303f8babb4fd0fca0840822c06e7bc2fa845353b6b7	6954	not_applicable	1-6954	reviewed;BD-JT-10/15/16/17/18/19/20/21/23/28/29;retain_runtime_and_typed_owners;restore_real_source_composition;TASK051/051/052/053/054/055/056
apps/jackin-preview/src/app/historical_paint.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	7e382522ee8c0f08993ec3227712cf67118c3862	e454899fc14f7e2c4346d3e6cfa6425cfd812f01023051145d381e902d5331a6	569	not_applicable	1-569	reviewed;BD-JT-14/18;retain_semantic_HistoricalPalette;remove_frame_specific_actionless_overpaint;TASK051/051/053/055
apps/jackin-preview/src/arbiter.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	089e68d7e2ec08b25c207c8a22ad2329e873a66e	a47f165848f3de671515756e2fdf6de4c110a402d9e4f1775ec390e3392fc2c6	204	not_applicable	1-204	reviewed;BD-JT-29;retain_byte_equal_arbitration_core;restore_all_entry_exit_UI_consumers;TASK051/051/056
apps/jackin-preview/src/cli.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	d560ff2f01bbf8418d78f24c46234e4c7cfeb1bc	36e84c831b4adca335c47a107a25b95fa3db430f3018442d759b3a86a0e032bb	225	not_applicable	1-225	reviewed;retain_public_CLI_and_deterministic_fixture_entry;TASK051/056
apps/jackin-preview/src/clock.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	666d1ac178cb7bab1b5c8cb89b13cbe73491673f	be7c26dbac7aa6441fd521e7693f47024b032d5196a479818e81ccc7621d6614	175	not_applicable	1-175	reviewed;BD-JT-22;retain_monotonic_admission_and_capture_time_separation;TASK051
apps/jackin-preview/src/domain/account.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	d3f7f97adc705941b87f7e3c1c4da9e7f5b52325	832f776e871c16fac6d715c643fd377fb216210508ba2d8ed77c0186c539b2cd	802	not_applicable	1-802	reviewed;BD-JT-12/27;retain_registry_identity;restore_effective_scope_and_source_actions;TASK051/052/053
apps/jackin-preview/src/domain/agent.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	02ac85d0ce9f360aff0a63f26d965b33d5b4e9b2	715955f30e0ce63d162a0501d5d501a9ec353a48ca7ef83f5bdddae4d558c449	318	not_applicable	1-318	reviewed;BD-JT-12/24;retain_provider_agent_types;restore_supported_auth_offer_composition;TASK051/052/053
apps/jackin-preview/src/domain/fixtures.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	c668c30e67804ff7ce40c7568a07102c750415be	375ca310c3e554efa021fe354d7926957c6f5ad980128ea4024c55e1fe7a6946	824	not_applicable	1-824	reviewed;BD-JT-10/12/13/21;retain_fixture_world_entry;restore_complete_source_fixtures;TASK051/054/055
apps/jackin-preview/src/domain/fixtures/pinned.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	72a0433b06cc5fca958f9dbc409ac38c7023786e	376c0c950d68374ad39f68b885500f88fb62c9dd9ec98a2266963b03a466d5ac	1296	not_applicable	1-1296	reviewed;BD-JT-10/12/13/21;retain_pinned_fixture_data;restore_dropped_scopes_and_producers;TASK051/054/055
apps/jackin-preview/src/domain/instance.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	285541449f325a8676744214f62c995781afc35c	8ef290b98f5a86e2bc83416b22e1d9621912fffd6fb4c81d4cb9cadc20b5760e	377	not_applicable	1-377	reviewed;BD-JT-10/12/19;retain_instance_run_identity;restore_status_session_snapshots;TASK051/051/055/056
apps/jackin-preview/src/domain/mod.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	4b31149c356f8e6b5b3e1323126df516ca78cb4c	a4350cd4c05778b1a36b9b527134bead66f07b17fc84b2686dddc872f7f1273d	20	not_applicable	1-20	reviewed;BD-JT-10;retain_durable_domain_exports;TASK051
apps/jackin-preview/src/domain/onepassword.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	5602d7cd1498e0e6f55dfc45779cc697b94857d2	070d0bf505340c20d25f73f2cecf7011542aa4ac9681bde1dab5b74242acf68b	45	not_applicable	1-45	reviewed;BD-JT-15;retain_typed_reference;restore_full_picker_chain;TASK051/051/052/053
apps/jackin-preview/src/domain/usage.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	041f8af8155e4f496bc0344f6a45563cc05aabaa	bf568fef2a0940a621c69212f0668db7f598b85f478326d7a88b55b162458910	708	not_applicable	1-708	reviewed;BD-JT-25/27/28;retain_usage_freshness_models;restore_distinct_screen_overlay_refresh;TASK051/052/055
apps/jackin-preview/src/domain/workspace.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	53cab120bb32102674692be83c0ca062ca72bc27	24a44dec95c538c1fcba47425c936d5f880ddff26f47cd3975196ebe031d6fa4	762	not_applicable	1-762	reviewed;BD-JT-10/12/26;retain_typed_pending_config;restore_source_scopes_with_explicit_quirk_disposition;TASK051/053
apps/jackin-preview/src/domain/workspace_save.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	289164c307aa18b613b05d79a559ecbd18a68395	88572bbfc47e8431b02471fdea2c6f5ec30c96c8c28e7dbe001150419037b8db	96	not_applicable	1-96	reviewed;BD-JT-17/26;retain_captured_atomic_World_save_owner;no_legacy_completion_rollback;TASK051/053
apps/jackin-preview/src/lib.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	3748d46e8f1e6452f8e6fb37a167f088c1d2bb62	d78251a7c9e7d5b157126c22ca231aa762feb8460dee8bda45086b2173f2ad82	58	not_applicable	1-58	reviewed;retain_public_App_fixture_and_durable_id_exports;TASK051/056
apps/jackin-preview/src/main.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	a28358006404782d427c3d62154c3b41608a5795	6440125b4b79bc41b827ab5b1d9f864821b4a7462ab6f0dffab4873c2c4d1fd0	23	not_applicable	1-23	reviewed;retain_CLI_Runtime_shell_and_scoped_cleanup;source_entry_contract;TASK051/056
apps/jackin-preview/src/rain.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	8209b65699c417332089bd123491fb9a001b3e87	a3e0e3a396ed85a0b5c53623f28e681f9da9de39ce22ec230d36a6545ebfb0a6	577	not_applicable	1-577	reviewed;BD-JT-14;retain_typed_motion_palette;restore_exact_choreography_and_handoff;TASK051/054/056
apps/jackin-preview/src/scenario.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	b2b73d65c74ed8ed70db346f226e0fc19430bd8b	992cc33bf33fc01e6b7d1cabb445dd6a7275f9095f8798c69bd106cafca02d29	106	not_applicable	1-106	reviewed;retain_source_scenario_vocabulary;restore_complete_fixture_consumers;TASK051/056
apps/jackin-preview/src/screens/accounts.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	48a6d123b3e78f49ff95e585d1ead096230ecdab	77027d28a9755292fc03aa2b5018e279f37f92cb6d474b22d10b1d7fc0f445d6	128	not_applicable	1-128	reviewed;BD-JT-12/27;retain_AccountsState;restore_complete_account_producers;TASK052
apps/jackin-preview/src/screens/capsule.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	0edfba7f3a3fe1ed811c4284e5c753023ec18587	09114d485f8a40cd033ed59c0f1144e40de982916fcd146ffe9843c4f9148bf1	378	not_applicable	1-378	reviewed;BD-JT-19/20/28;retain_pane_domain_state;restore_commands_modes_chrome_and_exact_source_quirks;TASK055/056
apps/jackin-preview/src/screens/cockpit.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	42da9ea42379d780921b6d80d94b8add09060ac0	54034c759334e78dbc15bb6e12938b046298fe1030cbe8e7b3352010daa3b75f	225	not_applicable	1-225	reviewed;BD-JT-21/25;retain_launch_state_owner;restore_effective_accounts_stages_errors;TASK054
apps/jackin-preview/src/screens/editor.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	40089d85b36a0032fad28c99dee0136a54f862f4	b9788fac09830cca6f12121970a9d8236c015d81b85ad70d530f9ff8894e9a47	790	not_applicable	1-790	reviewed;BD-JT-17/23/26;retain_pending_save_identity;restore_fields_tabs_scopes_and_reveal;TASK053
apps/jackin-preview/src/screens/file_browser.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	fc58165ed5a3e8de5db24fa2e5f37421f63ac057	8cdc95dfbbc72612b06b961ccb5dcf784946183f5d3a0f6d0269d698895f78f0	215	not_applicable	1-215	reviewed;BD-JT-15;retain_browser_domain;restore_real_browse_select_cancel_chain;TASK051/053
apps/jackin-preview/src/screens/inspect.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	264fe2c7b61ff0c7120ef8111f5174fe22a02c6a	cfa5d68a74b7ea9fe644a353aa3091210011daf5059600dc3df8c1b8fee5d1e5	16	not_applicable	1-16	reviewed;BD-JT-11/25;retain_Changes_domain;restore_compact_advanced_diff_F09_noop;TASK056
apps/jackin-preview/src/screens/manager.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	894b9a6148d0966cb6667c65cc14be21a0e5d1b7	9ec0742aa1fc1c90c9c457e517b73aaea703101b23e6d797b916f90f71206576	250	not_applicable	1-250	reviewed;BD-JT-16/17/18/21;retain_keyed_repository;restore_exact_rows_actions_HardCases_producers;TASK051/054
apps/jackin-preview/src/screens/manager_actions.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	b43d75c678f9575fb60f0bc04752c221a0f78ea1	ac9d2b0a8cade7740d1c094a2aecc28a25b67e9c4901697215cc96b3f0749b9f	908	not_applicable	1-908	reviewed;BD-JT-17;retain_captured_action_reducer;wire_actual_App_not_duplicate_selected_index;TASK051/054/055
apps/jackin-preview/src/screens/mod.rs	jackin	main	7b27732a8c3c131760ec3438f641cb3c11343a42	9446e5ca88d9955e3f7fd878ab74f8de92427c08	ff9ac5bdb3aed17d3b7bd2fc873afbfda132f52e49e0aa3cd01e65717763f032	21	not_applicable	1-21	reviewed;BD-JT-29;retain_runtime_component_boundary;replace_old_Screen_requests_with_typed_App_owners;TASK051/051/052/053/054/055/056
