source_namespace	source_id	id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship	requirement_id	acceptance_id	check_id	role	disposition
HIST	A06	A06	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §7 / B,J,§25	Stable namespaced ItemKey identity independent of visible index	accepted	18afddd2;7899678d	id;collections;app adapters	retain_and_verify	Reorder/insert/delete/filter/sort must not retarget selection/edit/close	identity property tests	TASK-015;TASK-020	docs/refactoring-plan/historical-obligations.tsv:7	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Stable namespaced ItemKey identity independent of visible index Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:7.
HIST	A122	A122	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §53,§66	Tree render/count-independent work and toggle subtree bounds; isolate collection benchmark binary	accepted	a1759b2a	tree;perf_collections	retain_and_verify	100k render/flatten and 10k toggle names retained	tree perf counters	TASK-020;TASK-067	docs/refactoring-plan/historical-obligations.tsv:123	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Tree render/count-independent work and toggle subtree bounds; isolate collection benchmark binary Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:123.
HIST	A61	A61	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §53	Tree cached keyed incremental index contains derived identities, never owned text/model	accepted_rejects_full_scan	a1759b2a	tree;runtime cache	retain_and_verify	Warm draw/update O(viewport); subtree toggle proportional	tree_100k counters	TASK-020;TASK-067	docs/refactoring-plan/historical-obligations.tsv:62	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Tree cached keyed incremental index contains derived identities, never owned text/model Source disposition: accepted_rejects_full_scan. Exact source: docs/refactoring-plan/historical-obligations.tsv:62.
HIST	A62	A62	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §53	Tree filtering includes matches/ancestors independently of saved expansion; clearing restores exact expansion	accepted	a1759b2a	tree	retain_and_verify	Filter revision/reorder/selection and navigation tests	tree query properties	TASK-020	docs/refactoring-plan/historical-obligations.tsv:63	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Tree filtering includes matches/ancestors independently of saved expansion; clearing restores exact expansion Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:63.
HIST	A63	A63	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §60	Tree chosen marker occupies reserved cell and follows stable key without new hit geometry	accepted	a1759b2a	tree	compare_new_oracle	Set/Clear/Inherit and reorder visible output	tree chosen frames	TASK-020	docs/refactoring-plan/historical-obligations.tsv:64	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Tree chosen marker occupies reserved cell and follows stable key without new hit geometry Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:64.
HIST	A64	A64	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §50	Chip checked-set uses CHECKED marker; AddRequested carries no fabricated item key	accepted	a1759b2a	chips	retain_and_verify	Real-item collision and keyboard/mouse AddRequested	Chip actions and parts	TASK-020	docs/refactoring-plan/historical-obligations.tsv:65	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Chip checked-set uses CHECKED marker; AddRequested carries no fabricated item key Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:65.
HIST	A67	A67	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §57	NavList Chose distinct from EnterContent; shell alone focuses content	accepted	a1759b2a	nav_list;showcase	retain_and_verify	Right/l versus Enter/Space/click and collapsed layouts	sidebar_contract	TASK-020;TASK-032	docs/refactoring-plan/historical-obligations.tsv:68	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	NavList Chose distinct from EnterContent; shell alone focuses content Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:68.
HIST	A68	A68	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §58	Steps skipped remains read-only inspectable/navigable terminal state; stable action keys	accepted	a1759b2a	steps	retain_and_verify	Whole-disabled differs from skipped; boundary no-op	Steps lifecycle tests	TASK-020;TASK-030	docs/refactoring-plan/historical-obligations.tsv:69	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Steps skipped remains read-only inspectable/navigable terminal state; stable action keys Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:69.
HIST	A69	A69	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §59	Steps frontier derived/incremental with explicit invalidation and saturation recomputation	accepted	a1759b2a	steps	retain_and_verify	Monotonic progression versus regress/reorder/reset counters	Steps perf/accessor gates	TASK-020;TASK-067	docs/refactoring-plan/historical-obligations.tsv:70	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Steps frontier derived/incremental with explicit invalidation and saturation recomputation Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:70.
HIST	EARLY-005	EARLY-005	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	2e453023 §§6,12;95ab6529 §21	Reconcile cursor, selection, anchors and strip windows by stable item identity; generation/membership changes invalidate projections.	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Equal lengths/endpoints cannot alone prove unchanged membership; rendering must consume keyed window too.	Insert/remove/reorder/duplicate/disabled tests; overflowing multi-digit strip fixtures; unchanged-generation allocation bounds.	TASK-020	docs/refactoring-plan/history-early-obligations.tsv:6	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Reconcile cursor, selection, anchors and strip windows by stable item identity; generation/membership changes invalidate projections. Source disposition: accepted. Exact source: docs/refactoring-plan/history-early-obligations.tsv:6.
