source_namespace	source_id	id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship	requirement_id	acceptance_id	check_id	role	disposition
HIST	A98	A98	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §54	Jackin chooses product simulation delta; paused motion freezes; no generic token clock substitution	accepted	444a8f4;934c92dc	Jackin clock/world	compare_new_oracle	33/80/200-ms route policy and elapsed behavior	Jackin timing fixtures	TASK-051;TASK-054;TASK-055	docs/refactoring-plan/historical-obligations.tsv:99	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Jackin chooses product simulation delta; paused motion freezes; no generic token clock substitution Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:99.
HIST	HAR-022	HAR-022	docs/audit/app-audit.md:633-671	locator_pin=7b27732a8c3c131760ec3438f641cb3c11343a42;historical_provenance_edges=e81ca17b	Deterministic motion/effects preserved while semantic theme replaces palette reversal	accepted direction	unread	Jackin rain; layer painting; motion	unverified	Keep pacing seed skip hold handoff and resize oracle states	Full/Reduced/Paused frames; duplicate-color theme; ANSI/Mono; actual paint provenance	TASK-009;TASK-051;TASK-054;TASK-055	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:23	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Deterministic motion/effects preserved while semantic theme replaces palette reversal Source disposition: accepted direction. Exact source: docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:23.
HIST	HL-54-DOMAIN	HL-54-DOMAIN	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	ecc13378 §54.4	Jackin route.tick_ms owns World delta and paused clock; Runtime schedules	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Apply accepted contract; reject/supersede: Runtime clock/wall time/design tick as domain delta; App::tick hook	route_tick_ms_is_the_only_world_tick_delta; one_runtime_tick_advances_the_route_once; oracle timeline evidence	TASK-051;TASK-054;TASK-055	docs/refactoring-plan/history-late-obligations.tsv:3	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Jackin route.tick_ms owns World delta and paused clock; Runtime schedules Source disposition: accepted. Exact source: docs/refactoring-plan/history-late-obligations.tsv:3.
HIST	HM64	HM64	COMPONENT_ARCHITECTURE.md	3adb6efe §54;ecc13378 §54.4	Jackin product delta owned by Route tick policy; runtime/wall/design tick never substituted; each physical tick advances route once; paused freezes product clock	accepted;oracle_timing_wins	main app.rs:662 route_tick_ms	Jackin world/rain/launch/jobs/modal/status expiry	proof_traceability_gap	Map legacy route33/80/80–200ms and later simulation timing amendments to oracle timelines; preserve frame282 and timestamps	route_tick_ms-only delta; once despite settle; paused/reduced; all rain/launch/outro sequences	TASK-051;TASK-054;TASK-055	docs/refactoring-plan/history-middle-obligations.tsv:65	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Jackin product delta owned by Route tick policy; runtime/wall/design tick never substituted; each physical tick advances route once; paused freezes product clock Source disposition: accepted;oracle_timing_wins. Exact source: docs/refactoring-plan/history-middle-obligations.tsv:65.
HIST	HM68	HM68	docs/reviews/laneC-app-tick.md	3adb6efe next package	RunId/RunToken total for fixture and Cockpit producers; eliminate Capsule/Cockpit/Manager direct byte slices; preserve visible IDs per oracle	accepted_safety_obligation;token_format_reconcile_oracle	main implementation mapping needed	Jackin domain instance/fixtures;sim launch;cockpit/capsule/manager	verify_totality_and_parity	All Scenario::ALL plus generated/empty/nonASCII/one-char inputs; do not silently alter displayed suffix/token algorithm	total fixed-width ASCII token; container_info all scenarios; manager inspect; no raw run_id slicing	TASK-051;TASK-054;TASK-055	docs/refactoring-plan/history-middle-obligations.tsv:69	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	RunId/RunToken total for fixture and Cockpit producers; eliminate Capsule/Cockpit/Manager direct byte slices; preserve visible IDs per oracle Source disposition: accepted_safety_obligation;token_format_reconcile_oracle. Exact source: docs/refactoring-plan/history-middle-obligations.tsv:69.
APP-FLOW	JFLOW-C54-040	JFLOW-C54-040	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	All eleven stages, cached/skipped state, exact transitions and produced instance/account/topology agree with oracle. Capsule arrival route/effect is checked as semantic output; Capsule cells/input remain TASK-055.	accepted_source_derived	not implemented by planning	JA-040	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-054;TASK-004;TASK-057;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:5	derived bounded contribution; parent JA-040 remains intact	R-002	AC-002	CHK-006	primary	required nonempty source-derived semantic contribution
APP-FLOW	JFLOW-C54-043	JFLOW-C54-043	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	CredentialsLocked hold/retry and BlockedSidecar status/dismissal agree exactly, with no invented CLI reachability. Completion produces the same transition/effects; later Capsule rendering remains TASK-055.	accepted_source_derived	not implemented by planning	JA-043	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-054;TASK-004;TASK-057;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:6	derived bounded contribution; parent JA-043 remains intact	R-002	AC-002	CHK-006	primary	required nonempty source-derived semantic contribution
APP-FLOW	JFLOW-C54-044	JFLOW-C54-044	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	Ctrl-C/Ctrl-Q/cancel/confirm/detach exactly preserve or stop the launch job and entry claim; no late completion after cancellation. Any eventually reached Capsule frame remains TASK-055.	accepted_source_derived	not implemented by planning	JA-044	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-054;TASK-004;TASK-057;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:7	derived bounded contribution; parent JA-044 remains intact	R-002	AC-002	CHK-006	primary	required nonempty source-derived semantic contribution
APP-FLOW	JFLOW-C54-045	JFLOW-C54-045	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	Resolve every effective account, preserve preferred/auth-source identity and exact per-account errors; final instance contains the oracle account identities. Final Capsule assertion is retained at TASK-055.	accepted_source_derived	not implemented by planning	JA-045	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-054;TASK-004;TASK-057;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:8	derived bounded contribution; parent JA-045 remains intact	R-002	AC-002	CHK-006	primary	required nonempty source-derived semantic contribution
APP-FLOW	JFLOW-F54-040	JFLOW-F54-040	docs/refactoring-plan/app-flow-frame-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	Every original complete checkpoint whose oracle route is Cockpit or Handoff, from initial draw through the last Handoff checkpoint strictly before Capsule arrival. This finite selection is resolved solely from oracle Route values during baseline capture.	accepted_source_derived	not implemented by planning	JA-040	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-054;TASK-004;TASK-057;TASK-069	docs/refactoring-plan/app-flow-frame-contributions.tsv:5	derived bounded contribution; parent JA-040 remains intact	R-001	AC-001	CHK-004	primary	required nonempty source-derived whole-frame contribution
