source_namespace	source_id	id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship	requirement_id	acceptance_id	check_id	role	disposition
HIST	A120	A120	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §25,§27	Row ellipsis 10k zero allocations; ZWJ storage separate bound <=80 for 80 columns	accepted_amended	7899678d;bb92a657	text;rowui	retain_and_verify	No arbitrary <=8 allowance or skipped Unicode workload	grapheme perf	TASK-013;TASK-067	docs/refactoring-plan/historical-obligations.tsv:121	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Row ellipsis 10k zero allocations; ZWJ storage separate bound <=80 for 80 columns Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:121.
HIST	A29	A29	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §22,§25	One Unicode width/grapheme writer matches terminal cell width and clears wide-cell shadows	accepted	7899678d	text;ui;rowui	retain_and_verify	CJK/combining/ZWJ/halfwidth marks and no non-ASCII exclusions	Unicode corpus;canonical cells	TASK-013	docs/refactoring-plan/historical-obligations.tsv:30	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	One Unicode width/grapheme writer matches terminal cell width and clears wide-cell shadows Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:30.
HIST	A30	A30	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §22,§25	Span rendering inherits label base style without intermediate string/vector allocations	accepted	7899678d	ui;rowui	retain_and_verify	Styled-span segmentation agrees with complete logical text	span differential;500x3 zero alloc	TASK-013;TASK-015	docs/refactoring-plan/historical-obligations.tsv:31	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Span rendering inherits label base style without intermediate string/vector allocations Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:31.
HIST	EARLY-023	EARLY-023	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	e8d053c9 §20.9;587c53bd §25;4aabceb7 §27	Text paint is single direct grapheme walk, no fit String/Vec path; inline Cell symbols allocate0; long ZWJ allocation bound depends on visible columns, not document length.	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Reject magic<=8; retain honest CompactString allocation caveat.	ASCII/CJK/combining zero; long ZWJ clip bound<=visible columns; exact legacy fit padding/ellipsis differential.	TASK-013;TASK-067	docs/refactoring-plan/history-early-obligations.tsv:24	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Text paint is single direct grapheme walk, no fit String/Vec path; inline Cell symbols allocate0; long ZWJ allocation bound depends on visible columns, not document length. Source disposition: accepted. Exact source: docs/refactoring-plan/history-early-obligations.tsv:24.
HIST	EARLY-044	EARLY-044	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	27bd918e §22;87ab93d4 §24	ratatui-core CellWidth is width source; segmentation in text; use set_stringn without pretruncate; reset wide shadow cells; preserve raw vocabulary through curated reexports.	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Role-aware Span and intrinsic Size intentionally remain own types; foreign raw text qualified author::raw.	Combining/CJK/halfwidthmark/ZWJ/control corpus; facade compile example; wide→narrow stalecell; nonalloc span painting.	TASK-013;TASK-068	docs/refactoring-plan/history-early-obligations.tsv:45	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	ratatui-core CellWidth is width source; segmentation in text; use set_stringn without pretruncate; reset wide shadow cells; preserve raw vocabulary through curated reexports. Source disposition: accepted. Exact source: docs/refactoring-plan/history-early-obligations.tsv:45.
HIST	EARLY-AMEND-007	EARLY-AMEND-007	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	6ec29171 §§16.1,29.7	Regression proof exercises Clear geometry, keyed strip rendering, both cell boundaries, and actual ASCII glyph sets.	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Clear reserves a blank cell; same buggy enumeration or non-overflowing fixture is insufficient; no-box-drawing is weaker than all-ASCII.	Clear/Inherit differential; overflowing reorder; left/right out-of-area rejection; full typed GlyphSet ASCII scan.	TASK-011;TASK-013;TASK-015;TASK-020	docs/refactoring-plan/history-early-amendments-obligations.tsv:8	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Regression proof exercises Clear geometry, keyed strip rendering, both cell boundaries, and actual ASCII glyph sets. Source disposition: accepted. Exact source: docs/refactoring-plan/history-early-amendments-obligations.tsv:8.
HIST	F08c	F08c	IMPROVEMENTS_PLAN.md;docs/improvements/f08c-ctrl-shift-home-end.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Ctrl+Shift+Home/End extend selection according to editor contract	later_open	not established	Editor modified keys	current_main_mapping_required	Modifier matrix and selection anchor integrity	Editor modified keys	TASK-013;TASK-016	docs/refactoring-plan/historical-obligations.tsv:141	global semantic anchor; supplemental clauses retained	R-001	AC-001	CHK-004	primary	Ctrl+Shift+Home/End extend selection according to editor contract Source disposition: later_open. Exact source: docs/refactoring-plan/historical-obligations.tsv:141.
HIST	F10	F10	IMPROVEMENTS_PLAN.md;docs/improvements/f10-segment-logical-text-before-applying-styles.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Segment complete logical graphemes before applying span styles	current_done	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Unicode style corpus	current_main_mapping_required	Styled split clusters match unstyled geometry and copy	Unicode style corpus	TASK-013	docs/refactoring-plan/historical-obligations.tsv:144	global semantic anchor; supplemental clauses retained	R-001	AC-001	CHK-004	primary	Segment complete logical graphemes before applying span styles Source disposition: current_done. Exact source: docs/refactoring-plan/historical-obligations.tsv:144.
HIST	F14	F14	IMPROVEMENTS_PLAN.md;docs/improvements/f14-explicit-tab-control-geometry-and-copy-policy.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Tab/control display geometry and copied text policy explicit	current_done	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Text control corpus	current_main_mapping_required	Paint/cursor/hit/search/copy agree on logical source	Text control corpus	TASK-013;TASK-021	docs/refactoring-plan/historical-obligations.tsv:148	global semantic anchor; supplemental clauses retained	R-001	AC-001	CHK-004	primary	Tab/control display geometry and copied text policy explicit Source disposition: current_done. Exact source: docs/refactoring-plan/historical-obligations.tsv:148.
HIST	F20	F20	IMPROVEMENTS_PLAN.md;docs/improvements/f20-find-in-read-only-output-through-existing-composition.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Read-only output search through existing composed controls	source_Holla_find_preserved_Jackin_extension_deferred	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	Holla Files preview and Activity output find; shared text matching and Viewport marks	source_present_Holla_behavior_requires_main_restoration	Restore source Holla Files preview and Activity output query match navigation marks reveal follow and revision behavior; Files ModeFind paste edits outer filename query before preview find, Browse preview-find paste uses trimmed query; no Jackin Inspect snapshot or new cross-app controller search from Deferred F20; preserve separate existing generic CodeEditor find	Exact Holla Files Browse-versus-Find paste recipient and Activity output query match/copy/follow/eviction journeys; shared match-to-source mapping; no invented Jackin search parity	TASK-013;TASK-021;TASK-025;TASK-026;TASK-042;TASK-044;TASK-050	docs/refactoring-plan/historical-obligations.tsv:154	global semantic anchor; supplemental clauses retained	R-001	AC-001	CHK-004	primary	Shared text match ranges preserve source Unicode and smart-case mapping for existing Holla find compositions; no new query widget or Jackin feature. Source disposition: source_Holla_find_preserved_Jackin_extension_deferred. Exact source: docs/refactoring-plan/historical-obligations.tsv:154.
HIST	HAR-005	HAR-005	docs/audit/api-audit.md:89-114;196-207	locator_pin=7b27732a8c3c131760ec3438f641cb3c11343a42;historical_provenance_edges=383e16fc	Scroll state invariants and Unicode text offsets need structural safe interfaces	audit finding; exact fix not accepted by this source	unread	ScrollState; TextBuffer; fuzzy matching	unverified	Validate surviving issue class including casefold-to-original mapping	Grapheme/cell corpus; Turkish dotted I; boundary wheel; no out-of-bounds	TASK-013;TASK-014	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:6	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Scroll state invariants and Unicode text offsets need structural safe interfaces Source disposition: audit finding; exact fix not accepted by this source. Exact source: docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:6.
HIST	HI-027	HI-027	docs/audit/modern-api-audit.md R1-R6; foundations F4/F10	ba858131	One cell-width source and clipped writers; no render fit allocation; reset wide glyph continuation cells	accepted amended: set_span added beside set_line	7899678 reported	text; Ui paint; RowUi	not independently tested	Complete Unicode corpus including halfwidth marks/ZWJ/CJK/control cases; preserve padding/ellipsis by oracle	legacy differential with no trim/skip; tiny rects; shadow-cell reset; zero allocations inline corpus	TASK-013	docs/refactoring-plan/history-inputs-obligations.tsv:28	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	One cell-width source and clipped writers; no render fit allocation; reset wide glyph continuation cells Source disposition: accepted amended: set_span added beside set_line. Exact source: docs/refactoring-plan/history-inputs-obligations.tsv:28.
