source_namespace	source_id	requirement_id	acceptance_id	check_id
APP	SC-BASE-overview	R-001	AC-001	CHK-004
APP	SC-BASE-buttons	R-001	AC-001	CHK-004
APP	SC-BASE-inputs	R-001	AC-001	CHK-004
APP	SC-BASE-textareas	R-001	AC-001	CHK-004
APP	SC-BASE-forms	R-001	AC-001	CHK-004
APP	SC-BASE-lists	R-001	AC-001	CHK-004
APP	SC-BASE-trees	R-001	AC-001	CHK-004
APP	SC-BASE-tables	R-001	AC-001	CHK-004
APP	SC-BASE-editable	R-001	AC-001	CHK-004
APP	SC-BASE-panels	R-001	AC-001	CHK-004
APP	SC-BASE-sidebars	R-001	AC-001	CHK-004
APP	SC-BASE-dialogs	R-001	AC-001	CHK-004
APP	SC-BASE-progress	R-001	AC-001	CHK-004
APP	SC-BASE-scrolling	R-001	AC-001	CHK-004
APP	SC-BASE-terminal	R-001	AC-001	CHK-004
APP	SC-BASE-editor	R-001	AC-001	CHK-004
APP	SC-BASE-diff	R-001	AC-001	CHK-004
APP	SC-BASE-grid	R-001	AC-001	CHK-004
APP	SC-BASE-chips	R-001	AC-001	CHK-004
APP	SC-BASE-pickers	R-001	AC-001	CHK-004
APP	SC-BASE-chrome	R-001	AC-001	CHK-004
APP	SC-BASE-settings	R-001	AC-001	CHK-004
APP	SC-BASE-taskrunner	R-001	AC-001	CHK-004
APP	SC-FOCUS	R-001	AC-001	CHK-004
APP	SC-RESIZE	R-001	AC-001	CHK-004
APP	SC-SHELL-NAV	R-001	AC-001	CHK-004
APP	SC-SHELL-HITS	R-001	AC-001	CHK-004
APP	SC-SHELL-HELP	R-001	AC-001	CHK-004
APP	SC-SHELL-INSPECTOR	R-001	AC-001	CHK-004
APP	SC-SHELL-MINIMUM	R-001	AC-001	CHK-004
APP	SC-SHELL-STATUS	R-001	AC-001	CHK-004
APP	SC-SHELL-PERSIST	R-001	AC-001	CHK-004
APP	SC-BUTTON-ACTIONS	R-001	AC-001	CHK-004
APP	SC-BUTTON-DISABLED	R-001	AC-001	CHK-004
APP	SC-BUTTON-TIME	R-001	AC-001	CHK-004
APP	SC-INPUT-EDIT	R-001	AC-001	CHK-004
APP	SC-INPUT-EMAIL-MASK	R-001	AC-001	CHK-004
APP	SC-TEXTAREA-EDIT	R-001	AC-001	CHK-004
APP	SC-TEXTAREA-SCROLL	R-001	AC-001	CHK-004
APP	SC-FORM-VALIDATE	R-001	AC-001	CHK-004
APP	SC-FORM-SUBMIT	R-001	AC-001	CHK-004
APP	SC-LIST-SELECT	R-001	AC-001	CHK-004
APP	SC-TREE-FOLD	R-001	AC-001	CHK-004
APP	SC-TABLE-SORT	R-001	AC-001	CHK-004
APP	SC-EDITABLE-CELL	R-001	AC-001	CHK-004
APP	SC-EDITABLE-MOUSE	R-001	AC-001	CHK-004
APP	SC-PANEL-SCROLL	R-001	AC-001	CHK-004
APP	SC-SIDEBAR-MODES	R-001	AC-001	CHK-004
APP	SC-DIALOG-CONFIRM	R-001	AC-001	CHK-004
APP	SC-DIALOG-PROMPT	R-001	AC-001	CHK-004
APP	SC-DIALOG-CHOICES	R-001	AC-001	CHK-004
APP	SC-PROGRESS-RUN	R-001	AC-001	CHK-004
APP	SC-SCROLL-OWNERS	R-001	AC-001	CHK-004
APP	SC-SCROLL-THUMB	R-001	AC-001	CHK-004
APP	SC-TERMINAL-RUN	R-001	AC-001	CHK-004
APP	SC-TERMINAL-SELECT	R-001	AC-001	CHK-004
APP	SC-EDITOR-EDIT	R-001	AC-001	CHK-004
APP	SC-EDITOR-COMPLETE	R-001	AC-001	CHK-004
APP	SC-EDITOR-RUN	R-001	AC-001	CHK-004
APP	SC-DIFF-MODES	R-001	AC-001	CHK-004
APP	SC-DIFF-SELECT	R-001	AC-001	CHK-004
APP	SC-GRID-NAV	R-001	AC-001	CHK-004
APP	SC-GRID-EDIT	R-001	AC-001	CHK-004
APP	SC-GRID-QUEUE	R-001	AC-001	CHK-004
APP	SC-GRID-ACTIONS	R-001	AC-001	CHK-004
APP	SC-CHIP-FILTERS	R-001	AC-001	CHK-004
APP	SC-CHIP-SELECTS	R-001	AC-001	CHK-004
APP	SC-PICKER-QUICK	R-001	AC-001	CHK-004
APP	SC-PICKER-TABS-LEVEL	R-001	AC-001	CHK-004
APP	SC-CHROME-MENUS	R-001	AC-001	CHK-004
APP	SC-SETTINGS-GENERAL	R-001	AC-001	CHK-004
APP	SC-SETTINGS-MEMBERS	R-001	AC-001	CHK-004
APP	SC-SETTINGS-ENV	R-001	AC-001	CHK-004
APP	SC-SHELL-ALL-PAGES	R-001	AC-001	CHK-004
APP	SC-TASK-RUN	R-001	AC-001	CHK-004
APP	SC-TASK-SCROLL	R-001	AC-001	CHK-004
APP	SC-SHELL-CLI-GRAMMAR	R-001	AC-001	CHK-004
APP	SC-SHELL-CLI-COLOR-ENV	R-001	AC-001	CHK-004
