source_namespace	source_id	id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship	requirement_id	acceptance_id	check_id	role	disposition
HIST	A53	A53	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §19	No permanent legacy facade or duplicate DataTable/ScrollPanel; preserve their capabilities through Grid/Viewport	accepted_rejected_alternatives	77847196	public API;grid;viewport	retain_and_verify	Remove duplicate mechanisms only after oracle coverage	API inventory;behavior proofs	TASK-021;TASK-022;TASK-065	docs/refactoring-plan/historical-obligations.tsv:54	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	No permanent legacy facade or duplicate DataTable/ScrollPanel; preserve their capabilities through Grid/Viewport Source disposition: accepted_rejected_alternatives. Exact source: docs/refactoring-plan/historical-obligations.tsv:54.
HIST	A54	A54	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §14,§52	Library owns generic Grid mechanics; adapters own SQL/domain ordering/null/default/undo/effects	accepted	5042a40;6dba27b6	grid;TablePro adapters	retain_and_verify	Domain scanner and actual adapter workflows	domain boundary;22-capability map	TASK-022;TASK-060	docs/refactoring-plan/historical-obligations.tsv:55	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Library owns generic Grid mechanics; adapters own SQL/domain ordering/null/default/undo/effects Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:55.
HIST	A55	A55	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §23 K2	Grid update borrows read-only model; update_editable requires mutable editor; shared navigation path	accepted_amended	7899678d;a1759b2a	grid	retain_and_verify	Read-only compile-fail, one commit/error, no duplicate navigation	Grid external consumers	TASK-022	docs/refactoring-plan/historical-obligations.tsv:56	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Grid update borrows read-only model; update_editable requires mutable editor; shared navigation path Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:56.
HIST	A56	A56	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §52	Grid cursor/selection/edit state exposes only owned values, not geometry-derived full column window	accepted	a1759b2a	GridState	retain_and_verify	Public API and stable-key reorder coverage	Grid API tests	TASK-022	docs/refactoring-plan/historical-obligations.tsv:57	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Grid cursor/selection/edit state exposes only owned values, not geometry-derived full column window Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:57.
HIST	A57	A57	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §61	Grid columns sole schema; Option cell holes never call invalid decoration/action/editor hooks	accepted	a1759b2a;c62ec8d3	grid;models	retain_and_verify	Three-method external model; ragged copy/navigation/edit	ragged grid tests	TASK-022	docs/refactoring-plan/historical-obligations.tsv:58	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Grid columns sole schema; Option cell holes never call invalid decoration/action/editor hooks Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:58.
HIST	A58	A58	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §64:8310-8315 historical gesture text; current UI authority 02f5294bfdbf38004cc49130d0aff1d01f31434c:src/widgets/grid.rs:1225-1235;1294-1346;542-578 qualifies the DataGrid source policy, retaining modern-default and independent DataTable policies	Grid gesture metadata and logical row identity retained; DataGrid-policy current-cell completed click calls begin_edit when globally editable (read_only column or pending-deleted row refuses without action/edit/mutation), or emits Activated when globally noneditable; different cell moves cursor without activation; modern-default and DataTable policies remain distinct; no synthetic semantic selection/edit flags	accepted_with_oracle_update	a1759b2a	grid;conformance	compare_new_oracle	Freeze routed current-cell versus different-cell, editable versus read-only, active-range-anchor and partial/non-routable geometry cases. With no active edit, no anchor and no trailing-reference interception, one completed current-cell DataGrid-policy click invokes begin_edit when globally editable; a read_only column or pending-deleted row returns Consumed with no action/edit/mutation. Only globally noneditable Grid emits GridEvent::Activated(source_row); another cell moves cursor without activation. A registered but locate-excluded partial cell remains ignored. Retain keyboard and source-key identity proof; do not restore universal double-click prerequisite or F04 unchecked mutation	source-qualified DataGrid current/different cell x global editability x read_only-column/pending-deleted-row action/state matrix; partial-cell no-op and anchor/reference/editor priority branches; exact four-size geometry and keyed reorder witness	TASK-022	docs/refactoring-plan/historical-obligations.tsv:59	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Grid gesture metadata and logical row identity retained; DataGrid-policy current-cell completed click calls begin_edit when globally editable (read_only column or pending-deleted row refuses without action/edit/mutation), or emits Activated when globally noneditable; different cell moves cursor without activation; modern-default and DataTable policies remain distinct; no synthetic semantic selection/edit flags. Current source correction: Freeze routed current-cell versus different-cell, editable versus read-only, active-range-anchor and partial/non-routable geometry cases. With no active edit, no anchor and no trailing-reference interception, one completed current-cell DataGrid-policy click invokes begin_edit when globally editable; a read_only column or pending-deleted row returns Consumed with no action/edit/mutation. Only globally noneditable Grid emits GridEvent::Activated(source_row); another cell moves cursor without activation. A registered but locate-excluded partial cell remains ignored. Retain keyboard and source-key identity proof; do not restore universal double-click prerequisite or F04 unchecked mutation. Exact full clause/proof: historical-obligations-canonical.tsv A58. Source disposition: accepted_with_oracle_update. Exact source: docs/refactoring-plan/historical-obligations.tsv:59.
HIST	A59	A59	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §65	Grid loading/error is empty/local fetch/decor state; no whole-grid status broadcasting	accepted	a1759b2a	grid	retain_and_verify	Loaded cells preserve presentation while fetch row changes	empty/fetch/error states	TASK-022	docs/refactoring-plan/historical-obligations.tsv:60	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Grid loading/error is empty/local fetch/decor state; no whole-grid status broadcasting Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:60.
HIST	A74	A74	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §69	Pressed PartRef styles only actual Grid row/cell/action or ScrollRegion thumb	accepted	a1759b2a	runtime;grid;scroll_region	retain_and_verify	Sibling and whole-container press isolation	pressed-part tests	TASK-010;TASK-014;TASK-022	docs/refactoring-plan/historical-obligations.tsv:75	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Pressed PartRef styles only actual Grid row/cell/action or ScrollRegion thumb Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:75.
HIST	EARLY-018	EARLY-018	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	27bd918e §23 K2	GridModel-only path supports navigation/read-only reason/cell actions; mutation is reachable only through update_editable with GridEditor.	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Remove editable bool and separate GridCellActions trait; do not make base model mutable.	Compile-fail readonly mutation; successful and rejected edit commit; readonly affordance click emits action.	TASK-022	docs/refactoring-plan/history-early-obligations.tsv:19	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	GridModel-only path supports navigation/read-only reason/cell actions; mutation is reachable only through update_editable with GridEditor. Source disposition: accepted. Exact source: docs/refactoring-plan/history-early-obligations.tsv:19.
HIST	EARLY-019	EARLY-019	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	2e453023 §12.3; e8d053c9 AppendixA Slice6;27bd918e §23	Keep all22 DOM grid capabilities through library+TablePro adapter; SQL values, pending changes, undo, validation and preview belong to adapter.	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Generic extraction is not capability deletion.	22-row original DOM mapping joined to current code and behavior tests.	TASK-022;TASK-060	docs/refactoring-plan/history-early-obligations.tsv:20	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Keep all22 DOM grid capabilities through library+TablePro adapter; SQL values, pending changes, undo, validation and preview belong to adapter. Source disposition: accepted. Exact source: docs/refactoring-plan/history-early-obligations.tsv:20.
