source_namespace	source_id	id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship	requirement_id	acceptance_id	check_id	role	disposition
HIST	A104	A104	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §74	--color ceiling applied once in runner; TERM=dumb/NO_COLOR/redirected output respected	accepted	22cf4b98 and later CLI work	runtime/session;CLI	compare_new_oracle	Full 4x4 levels and fresh-process environment matrix	color CLI tests	TASK-009	docs/refactoring-plan/historical-obligations.tsv:105	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	--color ceiling applied once in runner; TERM=dumb/NO_COLOR/redirected output respected Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:105.
HIST	A89	A89	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §22,§25 later 4e84b744;amendment=4e84b744	Backend-free input vocabulary and core/testing builds without terminal feature unification	accepted_later_supersession	4e84b744	event;Cargo;runtime session	retain_and_verify	Isolated no-default-feature consumers exclude backend requirement	backend-free fixtures	TASK-009;TASK-068	docs/refactoring-plan/historical-obligations.tsv:90	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Backend-free input vocabulary and core/testing builds without terminal feature unification Source disposition: accepted_later_supersession. Exact source: docs/refactoring-plan/historical-obligations.tsv:90.
HIST	A95	A95	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §22,§25	Terminal lifecycle restores modes in reverse with chained panic hook and idempotent leave	accepted	18afddd2	runtime/session	retain_and_verify	Partial startup, normal exit, panic, error and suspension	owned PTY lifecycle	TASK-009	docs/refactoring-plan/historical-obligations.tsv:96	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Terminal lifecycle restores modes in reverse with chained panic hook and idempotent leave Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:96.
HIST	A96	A96	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §22	Exhaustive mouse normalization/modifiers/horizontal wheel; drop key release and avoid keyboard enhancements	accepted	7899678d	event;session	retain_and_verify	Normalized input corpus and actual binary behavior	event tests;PTY inputs	TASK-009	docs/refactoring-plan/historical-obligations.tsv:97	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Exhaustive mouse normalization/modifiers/horizontal wheel; drop key release and avoid keyboard enhancements Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:97.
HIST	A97	A97	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §54 later timing	Exactly one Bootstrap; first timer pass Tick then Settle; monotonic deadlines persist and input does not advance elapsed time	accepted_amended	8f7e1c92;934c92dc	runtime;apps clocks	retain_and_verify	2199/2200 ms and input-flood invariance; no unsolicited ticks	elapsed_contract;runtime scheduler	TASK-009;TASK-010	docs/refactoring-plan/historical-obligations.tsv:98	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Exactly one Bootstrap; first timer pass Tick then Settle; monotonic deadlines persist and input does not advance elapsed time Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:98.
HIST	EARLY-042	EARLY-042	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	934c92dc §8 feedbackamendment	Select elapsed or absolute simulation feedback policy before init; simulation advances only from admitted domain coalesced step, never draw/inputcount/walltime.	accepted_later_extension	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Default elapsed140 and source80/160 simulation are distinct policies; no blanket keyboard flash rule.	Paused no spin/deadline; sought nonzeroepoch; delayed/coalesced full/reduced; wrongpolicy/backwards atomic rejection.	TASK-009;TASK-051;TASK-055	docs/refactoring-plan/history-early-obligations.tsv:43	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Select elapsed or absolute simulation feedback policy before init; simulation advances only from admitted domain coalesced step, never draw/inputcount/walltime. Source disposition: accepted_later_extension. Exact source: docs/refactoring-plan/history-early-obligations.tsv:43.
HIST	EARLY-045	EARLY-045	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	27bd918e §22;587c53bd §25;4e84b744f9b3a1e007aa9080e7ab924ed8ca7246	Backend-free core owns KeyCode/modifier/input vocabulary; optional terminal adapter retains exhaustive conversion; no direct crossterm/ratatui umbrella.	accepted_later_supersession	4e84b744f9b3a1e007aa9080e7ab924ed8ca7246	source-scoped component/owner; see source ledger	implemented by direct source inspection; isolated dependency fixture proof remains retention gate	Historical §25 nonoptional backend vocabulary dependency is superseded by4e84b744 own keys and optional adapter; do not reintroduce backend through feature unification.	Retain isolated backend-free-core/backend-free-testing fixture graphs and no-default compilation; exhaustive event/modifier conversion and optional session feature.	TASK-009;TASK-068	docs/refactoring-plan/history-early-obligations.tsv:46	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Backend-free core owns KeyCode/modifier/input vocabulary; optional terminal adapter retains exhaustive conversion; no direct crossterm/ratatui umbrella. Current source correction: Historical §25 nonoptional backend vocabulary dependency is superseded by4e84b744 own keys and optional adapter; do not reintroduce backend through feature unification.. Exact full source clause/proof: historical-obligations-canonical.tsv EARLY-045. Source disposition: accepted_later_supersession. Exact source: docs/refactoring-plan/history-early-obligations.tsv:46.
HIST	EARLY-046	EARLY-046	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	27bd918e §22;587c53bd §25	Safe Rust, reasoned expects, no broad restriction allow group, no globals/env mutation in tests; no spinloop to avoid handling impossible branch.	accepted with explicit ADJ-13 backend lifecycle exception	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with explicit planning amendment: Original core-global ban remains; ADJ-13 permits exactly one private Unix crossterm signal registration/lease broker, never global UI/model/cache state. SafeRust allocator test exception remains narrow; std CellWidth/backend pin requires exact audited version.	Clippy/docs/unsafe scan negative controls; pure env capability table; dependency metadata gates; TASK-072 exact broker AST positive/negative qualification and TASK-009 singleton retry/concurrency/backend-free proof.	TASK-009;TASK-068;TASK-069;TASK-072	docs/refactoring-plan/history-early-obligations.tsv:47	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	ADJ-13 exact private backend broker exception and production AST integration preserve all other original global-state prohibitions. Source disposition: accepted with explicit ADJ-13 backend lifecycle exception. Exact source: docs/refactoring-plan/history-early-obligations.tsv:47.
HIST	EARLY-AMEND-049	EARLY-AMEND-049	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	934c92dc §8.6	FeedbackClock Simulation uses absolute domain-owned synchronized time and preserves source cadence without wall deadlines.	accepted extension	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Wrong-policy/backwards reject atomically; equal idempotent; tick/input/draw/wall count cannot age simulation; owner disappearance does not cancel cadence.	Nonzero epoch;80/160/coalesced delayed steps;paused no spin/deadline;future stable row/owner no input authority;elapsed140 retained.	TASK-009;TASK-051;TASK-055	docs/refactoring-plan/history-early-amendments-obligations.tsv:50	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	FeedbackClock Simulation uses absolute domain-owned synchronized time and preserves source cadence without wall deadlines. Source disposition: accepted extension. Exact source: docs/refactoring-plan/history-early-amendments-obligations.tsv:50.
HIST	F21	F21	IMPROVEMENTS_PLAN.md;docs/improvements/f21-restore-terminal-state-for-supported-job-control-suspension.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Runtime owns terminal restoration on supported suspension/resume	current_done	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	SIGTSTP/SIGCONT lifecycle	current_main_mapping_required	Actual owned PTY signal/session proof, no model-only substitute	SIGTSTP/SIGCONT lifecycle	TASK-009	docs/refactoring-plan/historical-obligations.tsv:155	global semantic anchor; supplemental clauses retained	R-001	AC-001	CHK-004	primary	Runtime owns terminal restoration on supported suspension/resume Source disposition: current_done. Exact source: docs/refactoring-plan/historical-obligations.tsv:155.
HIST	F23b	F23b	IMPROVEMENTS_PLAN.md;docs/improvements/f23b-lifecycle-v01-v02.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Terminal lifecycle proves declared exit/error/panic/startup paths	current_done	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	owned PTY lifecycle	current_main_mapping_required	Enumerate actual exercised exits and restoration	owned PTY lifecycle	TASK-009	docs/refactoring-plan/historical-obligations.tsv:158	global semantic anchor; supplemental clauses retained	R-001	AC-001	CHK-004	primary	Terminal lifecycle proves declared exit/error/panic/startup paths Source disposition: current_done. Exact source: docs/refactoring-plan/historical-obligations.tsv:158.
HIST	F23d	F23d	IMPROVEMENTS_PLAN.md;docs/improvements/f23d-input-flood-fairness-v04.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Input floods cannot starve work or advance simulated time incorrectly	current_done	c9710d81;b5f237d4;03df2681;8f7ed0e1;1615aa56;11ae5078;4399e9dd;1aaa9b01;812bad84 (see linked slice evidence)	input flood	current_main_mapping_required	Bounded fairness and deterministic clock assertions	input flood	TASK-009;TASK-010;TASK-044	docs/refactoring-plan/historical-obligations.tsv:160	global semantic anchor; supplemental clauses retained	R-001	AC-001	CHK-004	primary	Input floods cannot starve work or advance simulated time incorrectly Source disposition: current_done. Exact source: docs/refactoring-plan/historical-obligations.tsv:160.
HIST	HAR-006	HAR-006	docs/audit/api-audit.md:116-128	locator_pin=7b27732a8c3c131760ec3438f641cb3c11343a42;historical_provenance_edges=383e16fc	Runtime restoration, one-shot redraw and reusable session need explicit ownership	accepted direction; hook detail finding	unread	runtime; terminal session	unverified	Check stacked panic hook and partial initialization/restore behavior	Deterministic deadlines; normal/error/panic restoration; repeated session entry	TASK-009	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:7	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Runtime restoration, one-shot redraw and reusable session need explicit ownership Source disposition: accepted direction; hook detail finding. Exact source: docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:7.
HIST	HAR-022	HAR-022	docs/audit/app-audit.md:633-671	locator_pin=7b27732a8c3c131760ec3438f641cb3c11343a42;historical_provenance_edges=e81ca17b	Deterministic motion/effects preserved while semantic theme replaces palette reversal	accepted direction	unread	Jackin rain; layer painting; motion	unverified	Keep pacing seed skip hold handoff and resize oracle states	Full/Reduced/Paused frames; duplicate-color theme; ANSI/Mono; actual paint provenance	TASK-009;TASK-051;TASK-054;TASK-055	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:23	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Deterministic motion/effects preserved while semantic theme replaces palette reversal Source disposition: accepted direction. Exact source: docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:23.
HIST	HI-008	HI-008	docs/audit/interaction-audit.md B10	e81ca17b	Out-of-band repaint deadlines alongside Response invalidation	accepted; Layout retained as Paint-equivalent initially	foundations runtime reported	clock; runtime; app animation	not independently tested	One-shot repaint and deterministic clock; preserve oracle animation phases	virtual tick deadline sequences; no input-dependent drift	TASK-009;TASK-010	docs/refactoring-plan/history-inputs-obligations.tsv:9	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Out-of-band repaint deadlines alongside Response invalidation Source disposition: accepted; Layout retained as Paint-equivalent initially. Exact source: docs/refactoring-plan/history-inputs-obligations.tsv:9.
HIST	HI-025	HI-025	docs/audit/modern-api-audit.md1; foundations review2.1	27bd918e;587c53bd;4e84b744f9b3a1e007aa9080e7ab924ed8ca7246	Backend-free core owns input vocabulary; optional ratatui-crossterm terminal adapter; no umbrella/widgets/macros	accepted later supersession of historical nonoptional backend vocabulary	4e84b744; pinned main crates/tui/Cargo.toml feature/dependency and event.rs/keys.rs	Cargo; event; runtime/session; facade	implemented by direct source inspection; retain isolated graph and conversion proof	Preserve optional backend and core-owned keys; do not reconstruct obsolete mandatory backend dependency	dependency/path checks and no-default-features compile; no direct app crossterm	TASK-009;TASK-068	docs/refactoring-plan/history-inputs-obligations.tsv:26	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Backend-free core owns input vocabulary; optional ratatui-crossterm terminal adapter; no umbrella/widgets/macros Current source correction: Historical MOD/L and foundations correction retained as source history;4e84b744 supersedes nonoptional event dependency with own keys and optional terminal adapter. Exact full source clause/proof: historical-obligations-canonical.tsv HI-025. Source disposition: accepted later supersession of historical nonoptional backend vocabulary. Exact source: docs/refactoring-plan/history-inputs-obligations.tsv:26.
HIST	HI-029	HI-029	docs/audit/modern-api-audit.md R14-R20	ba858131	Exhaustive mouse normalization; typed terminal mode commands; no keyboard enhancement; no Masked	accepted with later normalization refinements requiring join	implementation not checked	event; runtime session; secret	not independently tested	Preserve modifiers/right-middle button events and key press/repeat/release policy; terminal restore order	synthetic normalization; mouse PTY; panic/partial-init restoration; exact backend boundary	TASK-009	docs/refactoring-plan/history-inputs-obligations.tsv:30	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Exhaustive mouse normalization; typed terminal mode commands; no keyboard enhancement; no Masked Source disposition: accepted with later normalization refinements requiring join. Exact source: docs/refactoring-plan/history-inputs-obligations.tsv:30.
HIST	HL-54-CAUSE	HL-54-CAUSE	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	ecc13378 COMPONENT_ARCHITECTURE §54.1–.3	Cx-only Bootstrap/Event/Tick/Settle; one Bootstrap; one Tick per delivery; earliest persistent deadline	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Apply accepted contract; reject/supersede: Ui/FrameRead update cause; session-only bootstrap; unsolicited idle ticks	Retain exact six library tests listed in §54.8; test terminal/headless lifecycle and settle reruns	TASK-009;TASK-010	docs/refactoring-plan/history-late-obligations.tsv:2	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Cx-only Bootstrap/Event/Tick/Settle; one Bootstrap; one Tick per delivery; earliest persistent deadline Source disposition: accepted. Exact source: docs/refactoring-plan/history-late-obligations.tsv:2.
