source_namespace	source_id	id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship	requirement_id	acceptance_id	check_id	role	disposition
APP-FLOW	TFLOW-C58-005	TFLOW-C58-005	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	All intermediate connection stages match; tick12 produces Workbench with the same saved connection identity. cp(connected) remains a complete TASK-061 requirement.	accepted_source_derived	not implemented by planning	TP-005	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-058;TASK-005;TASK-064;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:11	derived bounded contribution; parent TP-005 remains intact	R-001	AC-001	CHK-004	baseline	freeze and independently qualify exact derived identity
APP-FLOW	TFLOW-C58-016	TFLOW-C58-016	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	Save creates exactly the oracle connection record and one connection job; tick12 selects the same Workbench connection without an external DB effect. cp(workbench) remains TASK-061.	accepted_source_derived	not implemented by planning	TP-016	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-058;TASK-005;TASK-064;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:12	derived bounded contribution; parent TP-016 remains intact	R-001	AC-001	CHK-004	baseline	freeze and independently qualify exact derived identity
APP-FLOW	TFLOW-C59-017	TFLOW-C59-017	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	All visible and zero-area focus stops; borders and footer hints. This contribution proves the actual empty-Workbench Explorer and shell using the separately named oracle fixture; original W Query1 frames and original W focus ring remain complete TASK-061 obligations.	accepted_source_derived	not implemented by planning	TP-017	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-059;TASK-005;TASK-064;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:39	derived bounded contribution; parent TP-017 remains intact	R-001	AC-001	CHK-004	baseline	freeze and independently qualify exact derived identity
APP-FLOW	TFLOW-C59-018	TFLOW-C59-018	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	Lazy hierarchy, icons, metadata, load frames and scroll boundaries. This contribution proves the actual empty-Workbench Explorer and shell using the separately named oracle fixture; original W Query1 frames and original W focus ring remain complete TASK-061 obligations.	accepted_source_derived	not implemented by planning	TP-018	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-059;TASK-005;TASK-064;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:40	derived bounded contribution; parent TP-018 remains intact	R-001	AC-001	CHK-004	baseline	freeze and independently qualify exact derived identity
APP-FLOW	TFLOW-C59-019	TFLOW-C59-019	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	Filter restoration, refresh status and schema activation. This contribution proves the actual empty-Workbench Explorer and shell using the separately named oracle fixture; original W Query1 frames and original W focus ring remain complete TASK-061 obligations.	accepted_source_derived	not implemented by planning	TP-019	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-059;TASK-005;TASK-064;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:41	derived bounded contribution; parent TP-019 remains intact	R-001	AC-001	CHK-004	baseline	freeze and independently qualify exact derived identity
APP-FLOW	TFLOW-C59-026	TFLOW-C59-026	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	No-tabs state has no stale tab/focus; Ctrl+T creates the same new Query identity and initial text and requests its real editor focus. cp(new) remains complete TASK-061 proof.	accepted_source_derived	not implemented by planning	TP-026	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-059;TASK-005;TASK-064;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:13	derived bounded contribution; parent TP-026 remains intact	R-001	AC-001	CHK-004	baseline	freeze and independently qualify exact derived identity
APP-FLOW	TFLOW-C60-020	TFLOW-C60-020	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	Orders tab selection, breadcrumb, primary grid focus and cursor. All post-open Table/Grid behavior is real production input/draw. The original initial-query prefix remains independently required, never omitted or mislabeled as already passing.	accepted_source_derived	not implemented by planning	TP-020	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-060;TASK-005;TASK-064;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:42	derived bounded contribution; parent TP-020 remains intact	R-001	AC-001	CHK-004	baseline	freeze and independently qualify exact derived identity
APP-FLOW	TFLOW-C60-021	TFLOW-C60-021	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	Single-click preview reuse; second same-object click promotes; pinned tab persists. All post-open Table/Grid behavior is real production input/draw. The original initial-query prefix remains independently required, never omitted or mislabeled as already passing.	accepted_source_derived	not implemented by planning	TP-021	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-060;TASK-005;TASK-064;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:43	derived bounded contribution; parent TP-021 remains intact	R-001	AC-001	CHK-004	baseline	freeze and independently qualify exact derived identity
APP-FLOW	TFLOW-C60-027	TFLOW-C60-027	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	Row/column cursor, scroll offsets, sticky headers, scrollbar, fades and no overscroll. Execute the exact listed suffix keys/paste/mouse/resize on real production handlers. No real provider/DB/clipboard effect. Preserve complete parent navigation and every omitted full frame for TASK-063.	accepted_source_derived	not implemented by planning	TP-027	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-060;TASK-005;TASK-064;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:16	derived bounded contribution; parent TP-027 remains intact	R-001	AC-001	CHK-004	baseline	freeze and independently qualify exact derived identity
APP-FLOW	TFLOW-C60-028	TFLOW-C60-028	docs/refactoring-plan/app-flow-contributions.tsv	02f5294bfdbf38004cc49130d0aff1d01f31434c	Mouse wheel axis and thumb hit regions preserve cursor/selection. Execute the exact listed suffix keys/paste/mouse/resize on real production handlers. No real provider/DB/clipboard effect. Preserve complete parent navigation and every omitted full frame for TASK-063.	accepted_source_derived	not implemented by planning	TP-028	requires frozen baseline and candidate proof	Exact contribution and complete parent remain separate required identities	exact direct frame or qualified semantic assertion	TASK-060;TASK-005;TASK-064;TASK-069	docs/refactoring-plan/app-flow-contributions.tsv:17	derived bounded contribution; parent TP-028 remains intact	R-001	AC-001	CHK-004	baseline	freeze and independently qualify exact derived identity
