source_namespace	source_id	id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship	requirement_id	acceptance_id	check_id	role	disposition
HIST	A20	A20	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §26	LayerSize Fill differs from Fixed zero; one resolver clamps/flips placement	accepted_amended	7899678d	layer placement;overlays	retain_and_verify	Empty/tiny/edge anchoring and dynamic size/error/theme updates	layer-size tests	TASK-012;TASK-017	docs/refactoring-plan/historical-obligations.tsv:21	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	LayerSize Fill differs from Fixed zero; one resolver clamps/flips placement Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:21.
HIST	A22	A22	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §26	Measure queries styles without mutation/allocation; shares accumulation path with paint resolution	accepted	7899678d	ui;theme;layout	retain_and_verify	Differential family/variant/part/state tests; 1000 measures no effects	measurement differential;10k zero alloc	TASK-011;TASK-012	docs/refactoring-plan/historical-obligations.tsv:23	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Measure queries styles without mutation/allocation; shares accumulation path with paint resolution Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:23.
HIST	A23	A23	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §5,§22	All paint/clip/hit/focus/scroll/cursor geometry derives from same allocation	accepted	7899678d;2caff455	ui;components;runtime	retain_and_verify	Tiny nonzero-origin containment and queued event freshness	geometry conformance;PTY resize	TASK-012	docs/refactoring-plan/historical-obligations.tsv:24	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	All paint/clip/hit/focus/scroll/cursor geometry derives from same allocation Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:24.
HIST	A24	A24	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §5,§55	Empty leaves paint/register nothing; containers still invoke body exactly once under empty clip	accepted_amended	a1759b2a	panel;dialog;ui	retain_and_verify	Bare return sentinel, malicious body containment, tiny/zero dimensions	container closure tests	TASK-012;TASK-027	docs/refactoring-plan/historical-obligations.tsv:25	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Empty leaves paint/register nothing; containers still invoke body exactly once under empty clip Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:25.
HIST	A26	A26	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §56	SplitPane sole two-rect body exception; logical order and seam excluded; no public bypass geometry	accepted	a1759b2a	split_pane	retain_and_verify	Horizontal/vertical/collapse/maximize/empty/seam tests	split conformance	TASK-012	docs/refactoring-plan/historical-obligations.tsv:27	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	SplitPane sole two-rect body exception; logical order and seam excluded; no public bypass geometry Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:27.
HIST	A27	A27	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §10,§25	Layout Auto/Flex/measure semantics explicit; allocation-free distribution	accepted_amended	7899678d	layout.rs	retain_and_verify	Measured/unmeasured Auto and fixed/flex clipping	layout tests;10k allocations	TASK-012	docs/refactoring-plan/historical-obligations.tsv:28	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Layout Auto/Flex/measure semantics explicit; allocation-free distribution Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:28.
HIST	EARLY-007	EARLY-007	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	2e453023 §5 R5;587c53bd §25	Every component is safe at 0×0 through3×3, clips both edges, registers no stale geometry, and avoids underflow/ragged-row indexing.	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Layer traps remain live even when body cannot paint.	Full tiny matrix; sentinel outside rect; translated left-edge checks; zero-size-to-live transitions.	TASK-012;TASK-031	docs/refactoring-plan/history-early-obligations.tsv:8	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Every component is safe at 0×0 through3×3, clips both edges, registers no stale geometry, and avoids underflow/ragged-row indexing. Source disposition: accepted. Exact source: docs/refactoring-plan/history-early-obligations.tsv:8.
HIST	EARLY-036	EARLY-036	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	587c53bd §26	Ui::resolve/Theme::metrics are shared sizing paths without painting side effects; Ui::style/with_part records actual painting family/part and resolved role.	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: No hardcoded Button in Harness resolved query; no cache mutation disguised as measured semantic state.	Record actual queried family/variant; metrics surface-independent; one with_part resolve; role record only actualpaint.	TASK-011;TASK-012;TASK-031	docs/refactoring-plan/history-early-obligations.tsv:37	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Ui::resolve/Theme::metrics are shared sizing paths without painting side effects; Ui::style/with_part records actual painting family/part and resolved role. Source disposition: accepted. Exact source: docs/refactoring-plan/history-early-obligations.tsv:37.
HIST	EARLY-060	EARLY-060	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	69fcdcad §10;587c53bd §17examples9–10	TrackAuto without measurement takes1cell besideFlex or equal remainder withoutFlex; measuredvariants use natural sizes; zeroalloc distribute_into serves RowUi columns with16track cap.	accepted_historical_geometry_contract	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Do not change sourceobservable layout silently under PLANNING parity; contract names cannot prove examples use measuredvalues.	Auto/Flex/fixed/multipleAuto/tiny matrix; measured themedglyph widths; example9two-rowProps notclipped; columns cap and zeroalloc.	TASK-012;TASK-015	docs/refactoring-plan/history-early-obligations.tsv:61	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	TrackAuto without measurement takes1cell besideFlex or equal remainder withoutFlex; measuredvariants use natural sizes; zeroalloc distribute_into serves RowUi columns with16track cap. Source disposition: accepted_historical_geometry_contract. Exact source: docs/refactoring-plan/history-early-obligations.tsv:61.
HIST	EARLY-AMEND-001	EARLY-AMEND-001	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	9486b654 §26.2	Sizing resolution records no painted parts; painted-part evidence must come from actual instrumented paint paths.	accepted correction	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Strikes false Ui::style/style_patched automatic styled-part recording claim; later parts instrumentation must prove its actual behavior.	Downstream author paint fixture resolves and paints declared parts; sizing-only resolution produces no styled-part evidence.	TASK-012;TASK-031;TASK-073	docs/refactoring-plan/history-early-amendments-obligations.tsv:2	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Sizing resolution records no painted parts; painted-part evidence must come from actual instrumented paint paths. Source disposition: accepted correction. Exact source: docs/refactoring-plan/history-early-amendments-obligations.tsv:2.
