source_namespace	source_id	id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship	requirement_id	acceptance_id	check_id	role	disposition
HIST	A03	A03	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §3 / J	Derived caches runtime-owned and keyed by Id/type plus size/theme/source generation	accepted	7899678d	ui;runtime	retain_and_verify	Invalidate stale derived facts without hiding durable state in caches	cache invalidation;resize;repeated draw	TASK-010;TASK-067	docs/refactoring-plan/historical-obligations.tsv:4	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Derived caches runtime-owned and keyed by Id/type plus size/theme/source generation Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:4.
HIST	A115	A115	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §74	New per-app visual/perf baselines separate from frozen originals; first-generation not visual approval	accepted	e94c1443;earlier app tests	apps/tests baselines	retain_and_reconcile	Current oracle expected cells; retain old archive disposition	baseline lineage checks	TASK-008;TASK-066;TASK-067	docs/refactoring-plan/historical-obligations.tsv:116	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	New per-app visual/perf baselines separate from frozen originals; first-generation not visual approval Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:116.
HIST	A116	A116	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16,§20.9	Style resolution frame share Showcase lists <=5%; retain measured actual workload	accepted_unfinished	no completed gate established	Showcase perf;theme	remaining_work	Replace deferred foundation stand-in with real app measurement	style_resolve_share_of_frame_showcase_lists_120x40	TASK-067	docs/refactoring-plan/historical-obligations.tsv:117	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Style resolution frame share Showcase lists <=5%; retain measured actual workload Source disposition: accepted_unfinished. Exact source: docs/refactoring-plan/historical-obligations.tsv:117.
HIST	A117	A117	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16,§20.9	Warm normal app frame allocation budgets remain: lists<20, grid<100, manager<60, capsule<200, editor<40, form<40	accepted	07cb2c9f;main perf migrations	app performance	retain_and_verify	Exact old-to-new workload mapping and deterministic allocation proof	release perf one thread	TASK-067	docs/refactoring-plan/historical-obligations.tsv:118	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Warm normal app frame allocation budgets remain: lists<20, grid<100, manager<60, capsule<200, editor<40, form<40 Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:118.
HIST	A118	A118	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16,§20.9	Grid load 500x12 <8000 allocations; render <100 and bounded hit count	accepted	main perf migrations	grid;TablePro	retain_and_verify	Measure actual 500x12 production result model	grid workload perf	TASK-060;TASK-067	docs/refactoring-plan/historical-obligations.tsv:119	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Grid load 500x12 <8000 allocations; render <100 and bounded hit count Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:119.
HIST	A119	A119	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16,§25	Zero-allocation cursor/navigation/wheel/focus/mouse/style paths and no full-document work on warm events	accepted	7899678d;a1759b2a	runtime;components	retain_and_verify	Counter-based work plus allocation/bytes assertions	core/perf suites	TASK-067	docs/refactoring-plan/historical-obligations.tsv:120	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Zero-allocation cursor/navigation/wheel/focus/mouse/style paths and no full-document work on warm events Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:120.
HIST	A120	A120	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §25,§27	Row ellipsis 10k zero allocations; ZWJ storage separate bound <=80 for 80 columns	accepted_amended	7899678d;bb92a657	text;rowui	retain_and_verify	No arbitrary <=8 allowance or skipped Unicode workload	grapheme perf	TASK-013;TASK-067	docs/refactoring-plan/historical-obligations.tsv:121	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Row ellipsis 10k zero allocations; ZWJ storage separate bound <=80 for 80 columns Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:121.
HIST	A121	A121	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §27.4(b):6293-6303	Empty intent drain zero probes/alloc; historical two-intent wording superseded by one-intent differential	accepted_amended	7899678d;bb92a657	runtime intent queue	retain_and_verify	Exactly one intent and one update pass: probes(500)-probes(20)==480; empty probes0; both paths allocations0; construction-cumulative counter preserved; normalized (ns500*20)/(ns20*500)<=1.25 under PERF_STRICT; raw ratio reported only; reject absolute500 and modulo480	intents drain perf exact amended workload and differential	TASK-010;TASK-067	docs/refactoring-plan/historical-obligations.tsv:122	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Amended one-intent single-update workload: empty probes0 and allocations0; exact probes500-probes20=480, not absolute500 or modulo480; normalized strict ratio<=1.25 only, raw ratio reported Source disposition: accepted_amended. Exact source: docs/refactoring-plan/historical-obligations.tsv:122.
HIST	A122	A122	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §53,§66	Tree render/count-independent work and toggle subtree bounds; isolate collection benchmark binary	accepted	a1759b2a	tree;perf_collections	retain_and_verify	100k render/flatten and 10k toggle names retained	tree perf counters	TASK-020;TASK-067	docs/refactoring-plan/historical-obligations.tsv:123	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Tree render/count-independent work and toggle subtree bounds; isolate collection benchmark binary Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:123.
HIST	A123	A123	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §69	Picker 100k borrowed non-Clone/non-Display render: 19 visible rows/38 calls, zero bytes; strict ratio<=1.5	accepted	a1759b2a	picker;perf	retain_and_verify	Warm 1k versus100k equivalent viewport	picker_100k_borrowed_domain_render	TASK-024;TASK-067	docs/refactoring-plan/historical-obligations.tsv:124	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Picker 100k borrowed non-Clone/non-Display render: 19 visible rows/38 calls, zero bytes; strict ratio<=1.5 Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:124.
