source_namespace	source_id	id	source_document	historical_revision	decision_requirement	authority_status	implementation_commit	files_components	current_main_status	remaining_work	tests_gates	task_ids	source_ledger_row	relationship	requirement_id	acceptance_id	check_id	role	disposition
HIST	A118	A118	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §16,§20.9	Grid load 500x12 <8000 allocations; render <100 and bounded hit count	accepted	main perf migrations	grid;TablePro	retain_and_verify	Measure actual 500x12 production result model	grid workload perf	TASK-060;TASK-067	docs/refactoring-plan/historical-obligations.tsv:119	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Grid load 500x12 <8000 allocations; render <100 and bounded hit count Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:119.
HIST	A54	A54	COMPONENT_ARCHITECTURE.md;docs/audit/main-holla/history	7b27732a8c3c131760ec3438f641cb3c11343a42:COMPONENT_ARCHITECTURE.md §14,§52	Library owns generic Grid mechanics; adapters own SQL/domain ordering/null/default/undo/effects	accepted	5042a40;6dba27b6	grid;TablePro adapters	retain_and_verify	Domain scanner and actual adapter workflows	domain boundary;22-capability map	TASK-022;TASK-060	docs/refactoring-plan/historical-obligations.tsv:55	global semantic anchor; supplemental clauses retained	R-002	AC-002	CHK-006	primary	Library owns generic Grid mechanics; adapters own SQL/domain ordering/null/default/undo/effects Source disposition: accepted. Exact source: docs/refactoring-plan/historical-obligations.tsv:55.
HIST	EARLY-019	EARLY-019	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	2e453023 §12.3; e8d053c9 AppendixA Slice6;27bd918e §23	Keep all22 DOM grid capabilities through library+TablePro adapter; SQL values, pending changes, undo, validation and preview belong to adapter.	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Generic extraction is not capability deletion.	22-row original DOM mapping joined to current code and behavior tests.	TASK-022;TASK-060	docs/refactoring-plan/history-early-obligations.tsv:20	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	Keep all22 DOM grid capabilities through library+TablePro adapter; SQL values, pending changes, undo, validation and preview belong to adapter. Source disposition: accepted. Exact source: docs/refactoring-plan/history-early-obligations.tsv:20.
HIST	EARLY-021	EARLY-021	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	e8d053c9 §20.9 items9–11	CodeEditor cache uses edit counter and sorted-span cursor; Capsule never clones viewport per frame; grid load performs one owned conversion.	accepted	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: No hashing whole editor or copying ResultSet merely to draw.	2k-line editor <40 frame allocations; four-pane Capsule <200; grid500×12 load <8000; source-call evidence.	TASK-025;TASK-055;TASK-060;TASK-067	docs/refactoring-plan/history-early-obligations.tsv:22	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	CodeEditor cache uses edit counter and sorted-span cursor; Capsule never clones viewport per frame; grid load performs one owned conversion. Source disposition: accepted. Exact source: docs/refactoring-plan/history-early-obligations.tsv:22.
HIST	EARLY-AMEND-052	EARLY-AMEND-052	COMPONENT_ARCHITECTURE.md;REFACTORING_STATE.md where cited	e94c1443 §§16.6,20.9,Appendix A	App TablePro frame perf gate names500x14; generic500x12 load/render contracts remain separate.	accepted evidence correction	not independently established by historical reading; see architecture-matrix.tsv and app scenario matrices	source-scoped component/owner; see source ledger	not independently verified in this source ledger; join architecture-matrix.tsv and {showcase,tablepro,jackin,holla}-scenarios.tsv; source disposition is not completion	Preserve accepted clause with amendment: Exactly three app-frame references renamed; no relaxed allocation or timing budget inferred.	Enumerate package-qualified benchmark names;match frozen baseline dimensions and retain generic benchmark targets.	TASK-060;TASK-067	docs/refactoring-plan/history-early-amendments-obligations.tsv:53	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	App TablePro frame perf gate names500x14; generic500x12 load/render contracts remain separate. Source disposition: accepted evidence correction. Exact source: docs/refactoring-plan/history-early-amendments-obligations.tsv:53.
HIST	F04	F04	IMPROVEMENTS_PLAN.md;docs/improvements/f04-reconcile-datagrid-read-only-transitions-before-mutation.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Recheck grid/column eligibility at every edit mutation and commit boundary	deferred_not_selected_oracle_preserved	not established	Grid dynamic read-only	historical_proposal_not_current_product_gate	Deferred proposal, not selected by immutable-oracle parity. Archive legacy direct DataGrid defect evidence at oracle02f5294b grid.rs542,593-619,1417-1424; do not restore unchecked mutation in modern Grid APIs. Retain accepted main entry-point/readonly guards. TablePro editable assignments tabs.rs395/2069 initialize new grids; no app mid-edit permission transition established. Any app compatibility exception requires an actual source-qualified reachable trajectory	Source-qualified disposition against exact current oracle; no proposed-behavior PASS claim	TASK-022;TASK-060	docs/refactoring-plan/historical-obligations.tsv:135	global semantic anchor; supplemental clauses retained	R-004	AC-004	CHK-001	disposition	Deferred proposal, not selected by immutable-oracle parity. Archive legacy direct DataGrid defect evidence at oracle02f5294b grid.rs542,593-619,1417-1424; do not restore unchecked mutation in modern Grid APIs. Retain accepted main entry-point/readonly guards. TablePro editable assignments tabs.rs395/2069 initialize new grids; no app mid-edit permission transition established. Any app compatibility exception requires an actual source-qualified reachable trajectory Source disposition: deferred_not_selected_oracle_preserved. Exact source: docs/refactoring-plan/historical-obligations.tsv:135.
HIST	F06	F06	IMPROVEMENTS_PLAN.md;docs/improvements/f06-preserve-datagrid-cursor-identity-through-local-sort.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Grid display sort preserves logical cursor/edit/selection identity	later_open	not established	Grid sort identity	current_main_mapping_required	Sort changes order without retargeting row state	Grid sort identity	TASK-022;TASK-060	docs/refactoring-plan/historical-obligations.tsv:137	global semantic anchor; supplemental clauses retained	R-001	AC-001	CHK-004	primary	Grid display sort preserves logical cursor/edit/selection identity Source disposition: later_open. Exact source: docs/refactoring-plan/historical-obligations.tsv:137.
HIST	F07	F07	IMPROVEMENTS_PLAN.md;docs/improvements/f07-checked-row-schema-ingestion.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Checked schema/row ingestion handles ragged or invalid data consistently	later_open	not established	Grid ingestion	current_main_mapping_required	No panic or invalid cell dispatch on malformed input	Grid ingestion	TASK-022;TASK-060	docs/refactoring-plan/historical-obligations.tsv:138	global semantic anchor; supplemental clauses retained	R-001	AC-001	CHK-004	primary	Checked schema/row ingestion handles ragged or invalid data consistently Source disposition: later_open. Exact source: docs/refactoring-plan/historical-obligations.tsv:138.
HIST	F08a	F08a	IMPROVEMENTS_PLAN.md;docs/improvements/f08a-between-upper-value-paste.md	215990ef;abb480ac;c9661f6c;64add0ea;812bad84;02f5294b	Between filter upper field owns its own paste	deferred_not_selected_oracle_preserved	not established	TablePro filter paste	historical_proposal_not_current_product_gate	Deferred proposal, not selected by immutable-oracle parity. Preserve oracle02f5294b TablePro app.rs237-246: Filter paste edits lower value only when editing, otherwise consumes; upper-value paste leaves upper unchanged. Do not route to value2 as an unsolicited fix; exact owner/state/frame proof required	Source-qualified deferred disposition and actual upper-edit paste unchanged trajectory; no proposed-behavior PASS claim	TASK-060	docs/refactoring-plan/historical-obligations.tsv:139	global semantic anchor; supplemental clauses retained	R-001	AC-001	CHK-004	primary	Preserve oracle Filter paste routing: lower editing Value receives paste; upper-only editing consumes it unchanged. F08a is deferred, not authority to deliver upper paste. TASK-060 contributes TP-040 and TASK-063 closes its intact parent. Source disposition: deferred_not_selected_oracle_preserved. Exact source: docs/refactoring-plan/historical-obligations.tsv:139.
HIST	HAR-013	HAR-013	docs/audit/api-audit.md:476-511;798-817	locator_pin=7b27732a8c3c131760ec3438f641cb3c11343a42;historical_provenance_edges=383e16fc	One generic grid; SQL values pending undo validation commit belong in TablePro	accepted amended K	unread	Grid; TablePro adapter; old DataTable	unverified	Read-only model needs no editor trait; preserve all domain operations	Edit/cycle/validate/sort/filter/FK/preview/save/undo plus readonly compile fixture	TASK-022;TASK-060	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:14	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	One generic grid; SQL values pending undo validation commit belong in TablePro Source disposition: accepted amended K. Exact source: docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:14.
HIST	HAR-037	HAR-037	docs/reviews/slice2-architecture-review.md:B9/B16/M12/M30;591-625;650-688	4e15e97e	App lib/thin bin; app-owned Jx/Msg; load-time cell formatting; compiling tui-next staging	J accepted; historical staging not present mutation authority	unread	app packages; grid adapter; workspace; perf baseline	unverified	Preserve domain boundary and current package entrypoints; map historical sequence to present state	External harness imports; typed SQL model outside library; docs/bin collision checks; legacy behavior retention; literal before/after baseline provenance	TASK-051;TASK-060;TASK-065	docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:38	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	App lib/thin bin; app-owned Jx/Msg; load-time cell formatting; compiling tui-next staging Source disposition: J accepted; historical staging not present mutation authority. Exact source: docs/refactoring-plan/history-inputs-api-app-research-obligations.tsv:38.
HIST	HI-009	HI-009	docs/audit/domain-boundary-audit.md1.5-1.6	e81ca17b	One generic Grid; database values pending changes SQL validation commit undo in TablePro	accepted and amended	K accepted f2d30b65; implementation not checked	grid; TablePro model adapter	not independently tested	Retain all22 listed TablePro capabilities through generic actions/model hooks	edit/cycle/external viewer; sort/filter/FK; pending/undo/discard/preview/save; no SQL vocabulary	TASK-022;TASK-060	docs/refactoring-plan/history-inputs-obligations.tsv:10	retained supplemental source clause; exact equivalent/refinement/supersession groups in history-ledger-reconciliation.md	R-002	AC-002	CHK-006	primary	One generic Grid; database values pending changes SQL validation commit undo in TablePro Source disposition: accepted and amended. Exact source: docs/refactoring-plan/history-inputs-obligations.tsv:10.
